device_name,date,time_window,actual_start_time,actual_end_time,daily_consumption,adjusted_start_value,end_value,window_first_reading,readings_count
Machine2,"March 16, 2025",2025-03-16 07:30:00 - 2025-03-17 07:30:00,2025-03-16 07:30,2025-03-17 07:29,744,1336010,1336754,1336011,1416
Machine2,"March 17, 2025",2025-03-17 07:30:00 - 2025-03-18 07:30:00,2025-03-17 07:30,2025-03-18 07:29,711,1336754,1337465,1336754,1416
Machine2,"March 18, 2025",2025-03-18 07:30:00 - 2025-03-19 07:30:00,2025-03-18 07:30,2025-03-19 07:29,683,1337465,1338148,1337465,1417
Machine2,"March 19, 2025",2025-03-19 07:30:00 - 2025-03-20 07:30:00,2025-03-19 07:30,2025-03-20 07:29,694,1338148,1338842,1338148,1415
Machine2,"March 20, 2025",2025-03-20 07:30:00 - 2025-03-21 07:30:00,2025-03-20 07:30,2025-03-21 07:29,657,1338842,1339499,1338842,1416
Machine2,"March 21, 2025",2025-03-21 07:30:00 - 2025-03-22 07:30:00,2025-03-21 07:30,2025-03-22 07:29,1363,1339499,1340862,1339499,1417
Machine2,"March 22, 2025",2025-03-22 07:30:00 - 2025-03-23 07:30:00,2025-03-22 07:30,2025-03-23 07:29,1334,1340862,1342196,1340863,1416
Machine2,"March 23, 2025",2025-03-23 07:30:00 - 2025-03-24 07:30:00,2025-03-23 07:30,2025-03-24 07:29,1061,1342196,1343257,1342198,1415
Machine2,"March 24, 2025",2025-03-24 07:30:00 - 2025-03-25 07:30:00,2025-03-24 07:30,2025-03-25 07:29,740,1343257,1343997,1343257,1417
Machine2,"March 25, 2025",2025-03-25 07:30:00 - 2025-03-26 07:30:00,2025-03-25 07:30,2025-03-26 07:29,727,1343997,1344724,1343997,1413
Machine2,"March 26, 2025",2025-03-26 07:30:00 - 2025-03-27 07:30:00,2025-03-26 07:30,2025-03-27 07:29,677,1344724,1345401,1344724,1415
Machine2,"March 27, 2025",2025-03-27 07:30:00 - 2025-03-28 07:30:00,2025-03-27 07:30,2025-03-28 07:29,745,1345401,1346146,1345402,1415
Machine2,"March 28, 2025",2025-03-28 07:30:00 - 2025-03-29 07:30:00,2025-03-28 07:30,2025-03-29 07:29,1294,1346146,1347440,1346146,1416
Machine2,"March 29, 2025",2025-03-29 07:30:00 - 2025-03-30 07:30:00,2025-03-29 07:30,2025-03-30 07:29,1027,1347440,1348467,1347441,1417
Machine2,"March 30, 2025",2025-03-30 07:30:00 - 2025-03-31 07:30:00,2025-03-30 07:30,2025-03-31 07:29,743,1348467,1349210,1348468,1416
Machine2,"March 31, 2025",2025-03-31 07:30:00 - 2025-04-01 07:30:00,2025-03-31 07:30,2025-04-01 07:29,722,1349210,1349932,1349210,1416
Machine2,"April 1, 2025",2025-04-01 07:30:00 - 2025-04-02 07:30:00,2025-04-01 07:30,2025-04-02 07:29,1418,1349932,1351350,1349932,1415
Machine2,"April 2, 2025",2025-04-02 07:30:00 - 2025-04-03 07:30:00,2025-04-02 07:30,2025-04-03 07:29,550,1351350,1351900,1351351,1410
Machine2,"April 3, 2025",2025-04-03 07:30:00 - 2025-04-04 07:30:00,2025-04-03 07:30,2025-04-04 07:29,732,1351900,1352632,1351900,1408
Machine2,"April 4, 2025",2025-04-04 07:30:00 - 2025-04-05 07:30:00,2025-04-04 07:30,2025-04-05 07:29,677,1352632,1353309,1352632,1416
Machine2,"April 5, 2025",2025-04-05 07:30:00 - 2025-04-06 07:30:00,2025-04-05 07:30,2025-04-06 07:29,805,1353309,1354114,1353309,1416
Machine2,"April 6, 2025",2025-04-06 07:30:00 - 2025-04-07 07:30:00,2025-04-06 07:30,2025-04-07 07:29,1136,1354114,1355250,1354115,1414
Machine2,"April 7, 2025",2025-04-07 07:30:00 - 2025-04-08 07:30:00,2025-04-07 07:30,2025-04-08 07:29,872,1355250,1356122,1355250,1416
Machine2,"April 8, 2025",2025-04-08 07:30:00 - 2025-04-09 07:30:00,2025-04-08 07:30,2025-04-09 07:29,665,1356122,1356787,1356123,1416
Machine2,"April 9, 2025",2025-04-09 07:30:00 - 2025-04-10 07:30:00,2025-04-09 07:30,2025-04-10 07:29,668,1356787,1357455,1356788,1415
Machine2,"April 10, 2025",2025-04-10 07:30:00 - 2025-04-11 07:30:00,2025-04-10 07:30,2025-04-11 07:29,724,1357455,1358179,1357456,1416
Machine2,"April 11, 2025",2025-04-11 07:30:00 - 2025-04-12 07:30:00,2025-04-11 07:30,2025-04-12 07:29,36,1358179,1358215,1358179,1417
Machine2,"April 12, 2025",2025-04-12 07:30:00 - 2025-04-13 07:30:00,2025-04-12 07:30,2025-04-13 07:29,38,1358215,1358253,1358215,1415
Machine2,"April 13, 2025",2025-04-13 07:30:00 - 2025-04-14 07:30:00,2025-04-13 07:30,2025-04-14 07:29,18,1358253,1358271,1358253,828
Machine2,"April 14, 2025",2025-04-14 07:30:00 - 2025-04-15 07:30:00,2025-04-14 07:30,2025-04-15 07:29,26,1358271,1358297,1358271,1416
Machine2,"April 15, 2025",2025-04-15 07:30:00 - 2025-04-16 07:30:00,2025-04-15 07:30,2025-04-16 07:29,361,1358297,1358658,1358297,1416
Machine2,"April 16, 2025",2025-04-16 07:30:00 - 2025-04-17 07:30:00,2025-04-16 07:30,2025-04-17 07:29,1018,1358658,1359676,1358659,1416
Machine2,"April 17, 2025",2025-04-17 07:30:00 - 2025-04-18 07:30:00,2025-04-17 07:30,2025-04-18 07:29,1657,1359676,1361333,1359677,1416
Machine2,"April 18, 2025",2025-04-18 07:30:00 - 2025-04-19 07:30:00,2025-04-18 07:30,2025-04-19 07:29,883,1361333,1362216,1361334,1416
Machine2,"April 19, 2025",2025-04-19 07:30:00 - 2025-04-20 07:30:00,2025-04-19 07:30,2025-04-20 07:29,1263,1362216,1363479,1362217,1417
Machine2,"April 20, 2025",2025-04-20 07:30:00 - 2025-04-21 07:30:00,2025-04-20 07:30,2025-04-21 07:29,1309,1363479,1364788,1363480,1415
Machine2,"April 21, 2025",2025-04-21 07:30:00 - 2025-04-22 07:30:00,2025-04-21 07:30,2025-04-22 07:29,1616,1364788,1366404,1364789,1416
Machine2,"April 22, 2025",2025-04-22 07:30:00 - 2025-04-23 07:30:00,2025-04-22 07:30,2025-04-23 07:29,1143,1366404,1367547,1366405,1417
Machine2,"April 23, 2025",2025-04-23 07:30:00 - 2025-04-24 07:30:00,2025-04-23 07:30,2025-04-24 07:29,693,1367547,1368240,1367548,1409
Machine2,"April 24, 2025",2025-04-24 07:30:00 - 2025-04-25 07:30:00,2025-04-24 07:30,2025-04-25 07:29,407,1368240,1368647,1368240,1416
Machine2,"April 25, 2025",2025-04-25 07:30:00 - 2025-04-26 07:30:00,2025-04-25 07:30,2025-04-26 07:29,681,1368647,1369328,1368648,1416
Machine2,"April 26, 2025",2025-04-26 07:30:00 - 2025-04-27 07:30:00,2025-04-26 07:30,2025-04-27 07:29,618,1369328,1369946,1369328,1416
Machine2,"April 27, 2025",2025-04-27 07:30:00 - 2025-04-28 07:30:00,2025-04-27 07:30,2025-04-28 07:29,1041,1369946,1370987,1369946,1416
Machine2,"April 28, 2025",2025-04-28 07:30:00 - 2025-04-29 07:30:00,2025-04-28 07:30,2025-04-29 07:29,894,1370987,1371881,1370988,1417
Machine2,"April 29, 2025",2025-04-29 07:30:00 - 2025-04-30 07:30:00,2025-04-29 07:30,2025-04-30 07:29,728,1371881,1372609,1371881,1413
Machine2,"April 30, 2025",2025-04-30 07:30:00 - 2025-05-01 07:30:00,2025-04-30 07:30,2025-05-01 07:29,783,1372609,1373392,1372610,1415
Machine2,"May 1, 2025",2025-05-01 07:30:00 - 2025-05-02 07:30:00,2025-05-01 07:30,2025-05-02 07:29,944,1373392,1374336,1373393,1416
Machine2,"May 2, 2025",2025-05-02 07:30:00 - 2025-05-03 07:30:00,2025-05-02 07:30,2025-05-03 07:29,721,1374336,1375057,1374336,1416
Machine2,"May 3, 2025",2025-05-03 07:30:00 - 2025-05-04 07:30:00,2025-05-03 07:30,2025-05-04 07:29,706,1375057,1375763,1375058,1417
Machine2,"May 4, 2025",2025-05-04 07:30:00 - 2025-05-05 07:30:00,2025-05-04 07:30,2025-05-05 07:29,569,1375763,1376332,1375764,1412
Machine2,"May 5, 2025",2025-05-05 07:30:00 - 2025-05-06 07:30:00,2025-05-05 07:30,2025-05-06 07:29,676,1376332,1377008,1376333,1416
Machine2,"May 6, 2025",2025-05-06 07:30:00 - 2025-05-07 07:30:00,2025-05-06 07:30,2025-05-07 07:29,704,1377008,1377712,1377009,1415
Machine2,"May 7, 2025",2025-05-07 07:30:00 - 2025-05-08 07:30:00,2025-05-07 07:30,2025-05-08 07:29,934,1377712,1378646,1377713,1416
Machine2,"May 8, 2025",2025-05-08 07:30:00 - 2025-05-09 07:30:00,2025-05-08 07:30,2025-05-09 07:29,888,1378646,1379534,1378646,1417
Machine2,"May 9, 2025",2025-05-09 07:30:00 - 2025-05-10 07:30:00,2025-05-09 07:30,2025-05-10 07:29,1388,1379534,1380922,1379535,1416
Machine2,"May 10, 2025",2025-05-10 07:30:00 - 2025-05-11 07:30:00,2025-05-10 07:30,2025-05-11 07:29,683,1380922,1381605,1380923,1416
Machine2,"May 11, 2025",2025-05-11 07:30:00 - 2025-05-12 07:30:00,2025-05-11 07:30,2025-05-12 07:29,618,1381605,1382223,1381605,1414
Machine2,"May 12, 2025",2025-05-12 07:30:00 - 2025-05-13 07:30:00,2025-05-12 07:30,2025-05-13 07:29,598,1382223,1382821,1382224,1416
Machine2,"May 13, 2025",2025-05-13 07:30:00 - 2025-05-14 07:30:00,2025-05-13 07:30,2025-05-14 07:28,714,1382821,1383535,1382821,1416
Machine2,"May 14, 2025",2025-05-14 07:30:00 - 2025-05-15 07:30:00,2025-05-14 07:30,2025-05-15 07:29,1003,1383535,1384538,1383536,1416
Machine2,"May 15, 2025",2025-05-15 07:30:00 - 2025-05-16 07:30:00,2025-05-15 07:30,2025-05-16 07:29,1053,1384538,1385591,1384539,1416
Machine2,"May 16, 2025",2025-05-16 07:30:00 - 2025-05-17 07:30:00,2025-05-16 07:30,2025-05-17 07:29,660,1385591,1386251,1385591,1416
Machine2,"May 17, 2025",2025-05-17 07:30:00 - 2025-05-18 07:30:00,2025-05-17 07:30,2025-05-18 07:29,712,1386251,1386963,1386252,1416
Machine2,"May 18, 2025",2025-05-18 07:30:00 - 2025-05-19 07:30:00,2025-05-18 07:30,2025-05-19 07:29,770,1386963,1387733,1386963,1416
Machine2,"May 19, 2025",2025-05-19 07:30:00 - 2025-05-20 07:30:00,2025-05-19 07:30,2025-05-20 07:29,485,1387733,1388218,1387733,1416
Machine2,"May 20, 2025",2025-05-20 07:30:00 - 2025-05-21 07:30:00,2025-05-20 07:31,2025-05-21 07:29,668,1388218,1388886,1388218,1416
Machine2,"May 21, 2025",2025-05-21 07:30:00 - 2025-05-22 07:30:00,2025-05-21 07:30,2025-05-22 07:28,796,1388886,1389682,1388886,1412
Machine2,"May 22, 2025",2025-05-22 07:30:00 - 2025-05-23 07:30:00,2025-05-22 07:30,2025-05-23 07:29,702,1389682,1390384,1389683,1417
Machine2,"May 23, 2025",2025-05-23 07:30:00 - 2025-05-24 07:30:00,2025-05-23 07:30,2025-05-24 07:29,1142,1390384,1391526,1390385,1415
Machine2,"May 24, 2025",2025-05-24 07:30:00 - 2025-05-25 07:30:00,2025-05-24 07:30,2025-05-25 07:29,698,1391526,1392224,1391527,1416
Machine2,"May 25, 2025",2025-05-25 07:30:00 - 2025-05-26 07:30:00,2025-05-25 07:30,2025-05-26 07:29,1018,1392224,1393242,1392224,1417
Machine2,"May 26, 2025",2025-05-26 07:30:00 - 2025-05-27 07:30:00,2025-05-26 07:30,2025-05-27 07:29,675,1393242,1393917,1393243,1415
Machine2,"May 27, 2025",2025-05-27 07:30:00 - 2025-05-28 07:30:00,2025-05-27 07:30,2025-05-28 07:29,694,1393917,1394611,1393918,1413
Machine2,"May 28, 2025",2025-05-28 07:30:00 - 2025-05-29 07:30:00,2025-05-28 07:30,2025-05-29 07:29,914,1394611,1395525,1394612,1381
Machine2,"May 29, 2025",2025-05-29 07:30:00 - 2025-05-30 07:30:00,2025-05-29 07:30,2025-05-30 00:13,762,1395525,1396287,1395525,984
Machine2,"June 1, 2025",2025-06-01 07:30:00 - 2025-06-02 07:30:00,2025-06-01 08:16,2025-06-02 07:29,2382,1396287,1398669,1397885,1531
Machine2,"June 2, 2025",2025-06-02 07:30:00 - 2025-06-03 07:30:00,2025-06-02 07:30,2025-06-03 07:29,696,1398669,1399365,1398669,1414
Machine2,"June 3, 2025",2025-06-03 07:30:00 - 2025-06-04 07:30:00,2025-06-03 07:30,2025-06-04 07:29,684,1399365,1400049,1399365,1416
Machine2,"June 4, 2025",2025-06-04 07:30:00 - 2025-06-05 07:30:00,2025-06-04 07:30,2025-06-05 07:29,755,1400049,1400804,1400050,1409
Machine2,"June 5, 2025",2025-06-05 07:30:00 - 2025-06-06 07:30:00,2025-06-05 07:31,2025-06-06 07:29,1035,1400804,1401839,1400805,1416
Machine2,"June 6, 2025",2025-06-06 07:30:00 - 2025-06-07 07:30:00,2025-06-06 07:30,2025-06-07 07:29,682,1401839,1402521,1401839,1415
Machine2,"June 7, 2025",2025-06-07 07:30:00 - 2025-06-08 07:30:00,2025-06-07 07:30,2025-06-08 07:29,694,1402521,1403215,1402521,1414
Machine2,"June 8, 2025",2025-06-08 07:30:00 - 2025-06-09 07:30:00,2025-06-08 07:30,2025-06-09 05:28,829,1403215,1404044,1403215,1298
