device_name,date,time_window,actual_start_time,actual_end_time,daily_consumption,adjusted_start_value,end_value,window_first_reading,readings_count
Machine1,"May 26, 2025",2025-05-26 07:30:00 - 2025-05-27 07:30:00,2025-05-26 07:30,2025-05-27 07:29,1747,1552372,1554119,1552373,1415
Machine1,"May 27, 2025",2025-05-27 07:30:00 - 2025-05-28 07:30:00,2025-05-27 07:30,2025-05-28 07:29,1754,1554119,1555873,1554120,1413
Machine1,"May 28, 2025",2025-05-28 07:30:00 - 2025-05-29 07:30:00,2025-05-28 07:30,2025-05-29 07:29,1715,1555873,1557588,1555874,1381
Machine1,"May 29, 2025",2025-05-29 07:30:00 - 2025-05-30 07:30:00,2025-05-29 07:30,2025-05-30 00:13,848,1557588,1558436,1557590,984
Machine1,"June 1, 2025",2025-06-01 07:30:00 - 2025-06-02 07:30:00,2025-06-01 08:16,2025-06-02 07:29,5704,1558436,1564140,1562115,1530
Machine1,"June 2, 2025",2025-06-02 07:30:00 - 2025-06-03 07:30:00,2025-06-02 07:30,2025-06-03 07:29,1749,1564140,1565889,1564141,1414
Machine1,"June 3, 2025",2025-06-03 07:30:00 - 2025-06-04 07:30:00,2025-06-03 07:30,2025-06-04 07:29,1718,1565889,1567607,1565890,1416
Machine1,"June 4, 2025",2025-06-04 07:30:00 - 2025-06-05 07:30:00,2025-06-04 07:30,2025-06-05 07:29,1684,1567607,1569291,1567608,1409
Machine1,"June 5, 2025",2025-06-05 07:30:00 - 2025-06-06 07:30:00,2025-06-05 07:31,2025-06-06 07:29,1697,1569291,1570988,1569292,1416
Machine1,"June 6, 2025",2025-06-06 07:30:00 - 2025-06-07 07:30:00,2025-06-06 07:30,2025-06-07 07:29,1710,1570988,1572698,1570989,1415
Machine1,"June 7, 2025",2025-06-07 07:30:00 - 2025-06-08 07:30:00,2025-06-07 07:30,2025-06-08 07:29,1717,1572698,1574415,1572699,1414
Machine1,"June 8, 2025",2025-06-08 07:30:00 - 2025-06-09 07:30:00,2025-06-08 07:30,2025-06-09 05:28,1518,1574415,1575933,1574417,1298
Machine1,"June 9, 2025",2025-06-09 07:30:00 - 2025-06-10 07:29:00,2025-06-09 07:30,2025-06-10 07:29,1539,1575933,1577472,1575934,1440
Machine1,"June 10, 2025",2025-06-10 07:30:00 - 2025-06-11 07:29:00,2025-06-10 07:30,2025-06-11 07:29,1831,1577472,1579303,1577473,1356
Machine1,"June 11, 2025",2025-06-11 07:30:00 - 2025-06-12 07:29:00,2025-06-11 07:30,2025-06-12 07:29,1557,1579303,1580859,1579304,1378
Machine1,"June 12, 2025",2025-06-12 07:30:00 - 2025-06-13 07:29:00,2025-06-12 07:30,2025-06-13 07:29,1473,1580859,1582332,1580860,1405
Machine1,"June 13, 2025",2025-06-13 07:30:00 - 2025-06-14 07:29:00,2025-06-13 07:30,2025-06-14 07:29,1672,1582332,1584005,1582333,1348
Machine1,"June 14, 2025",2025-06-14 07:30:00 - 2025-06-15 07:29:00,2025-06-14 07:30,2025-06-15 07:29,1274,1584005,1585278,1584006,1439
Machine1,"June 15, 2025",2025-06-15 07:30:00 - 2025-06-16 07:29:00,2025-06-15 07:30,2025-06-16 07:29,1840,1585278,1587118,1585279,1375
Machine1,"June 16, 2025",2025-06-16 07:30:00 - 2025-06-17 07:29:00,2025-06-16 07:30,2025-06-17 07:29,1852,1587118,1588970,1587119,1457
Machine1,"June 17, 2025",2025-06-17 07:30:00 - 2025-06-18 07:29:00,2025-06-17 07:30,2025-06-18 07:29,1110,1588970,1590080,1588971,1346
Machine1,"June 18, 2025",2025-06-18 07:30:00 - 2025-06-19 07:29:00,2025-06-18 07:30,2025-06-19 07:29,2114,1590080,1592194,1590081,1370
Machine1,"June 19, 2025",2025-06-19 07:30:00 - 2025-06-20 07:29:00,2025-06-19 07:30,2025-06-20 07:29,2170,1592194,1594364,1592195,1433
Machine1,"June 20, 2025",2025-06-20 07:30:00 - 2025-06-21 07:29:00,2025-06-20 07:30,2025-06-21 07:29,1697,1594364,1596061,1594365,1352
Machine1,"June 21, 2025",2025-06-21 07:30:00 - 2025-06-22 07:29:00,2025-06-21 07:30,2025-06-22 07:29,2032,1596061,1598093,1596062,1359
Machine1,"June 22, 2025",2025-06-22 07:30:00 - 2025-06-23 07:29:00,2025-06-22 07:30,2025-06-23 07:29,1699,1598093,1599792,1598094,1398
Machine1,"June 23, 2025",2025-06-23 07:30:00 - 2025-06-24 07:29:00,2025-06-23 07:30,2025-06-24 07:29,1218,1599792,1601010,1599793,1379
Machine1,"June 24, 2025",2025-06-24 07:30:00 - 2025-06-25 07:29:00,2025-06-24 07:30,2025-06-25 07:29,1149,1601010,1602158,1601011,1405
Machine1,"June 25, 2025",2025-06-25 07:30:00 - 2025-06-26 07:29:00,2025-06-25 07:30,2025-06-26 07:29,1314,1602158,1603473,1602160,1447
Machine1,"June 26, 2025",2025-06-26 07:30:00 - 2025-06-27 07:29:00,2025-06-26 07:30,2025-06-27 07:29,1402,1603473,1604874,1603474,1372
Machine1,"June 27, 2025",2025-06-27 07:30:00 - 2025-06-28 07:29:00,2025-06-27 07:30,2025-06-28 07:29,1751,1604874,1606626,1604875,1388
Machine1,"June 28, 2025",2025-06-28 07:30:00 - 2025-06-29 07:29:00,2025-06-28 07:30,2025-06-29 07:29,1535,1606626,1608160,1606627,1369
Machine1,"June 29, 2025",2025-06-29 07:30:00 - 2025-06-30 07:29:00,2025-06-29 07:30,2025-06-30 07:29,1276,1608160,1609436,1608161,1357
Machine1,"June 30, 2025",2025-06-30 07:30:00 - 2025-07-01 07:29:00,2025-06-30 07:30,2025-07-01 07:29,1900,1609436,1611336,1609437,1364
Machine1,"July 1, 2025",2025-07-01 07:30:00 - 2025-07-02 07:29:00,2025-07-01 07:30,2025-07-02 07:29,1514,1611336,1612850,1611338,1395
Machine1,"July 2, 2025",2025-07-02 07:30:00 - 2025-07-03 07:29:00,2025-07-02 07:30,2025-07-03 07:29,1326,1612850,1614176,1612851,1389
Machine1,"July 3, 2025",2025-07-03 07:30:00 - 2025-07-04 07:29:00,2025-07-03 07:30,2025-07-04 07:29,1142,1614176,1615318,1614177,1372
Machine1,"July 4, 2025",2025-07-04 07:30:00 - 2025-07-05 07:29:00,2025-07-04 07:30,2025-07-05 07:29,1404,1615318,1616722,1615319,1339
Machine1,"July 5, 2025",2025-07-05 07:30:00 - 2025-07-06 07:29:00,2025-07-05 07:30,2025-07-06 07:29,1811,1616722,1618533,1616723,1448
Machine1,"July 6, 2025",2025-07-06 07:30:00 - 2025-07-07 07:29:00,2025-07-06 07:30,2025-07-07 07:29,1620,1618533,1620154,1618534,1379
Machine1,"July 7, 2025",2025-07-07 07:30:00 - 2025-07-08 07:29:00,2025-07-07 07:30,2025-07-08 07:29,1532,1620154,1621685,1620155,1392
Machine1,"July 8, 2025",2025-07-08 07:30:00 - 2025-07-09 07:29:00,2025-07-08 07:30,2025-07-09 07:29,1874,1621685,1623559,1621686,1409
Machine1,"July 9, 2025",2025-07-09 07:30:00 - 2025-07-10 07:29:00,2025-07-09 07:30,2025-07-10 07:29,1476,1623559,1625035,1623560,1425
Machine1,"July 10, 2025",2025-07-10 07:30:00 - 2025-07-11 07:29:00,2025-07-10 07:30,2025-07-11 07:29,1176,1625035,1626210,1625036,1426
Machine1,"July 11, 2025",2025-07-11 07:30:00 - 2025-07-12 07:29:00,2025-07-11 07:30,2025-07-12 07:29,1349,1626210,1627559,1626211,1391
Machine1,"July 12, 2025",2025-07-12 07:30:00 - 2025-07-13 07:29:00,2025-07-12 07:30,2025-07-13 07:29,1096,1627559,1628655,1627560,1477
Machine1,"July 13, 2025",2025-07-13 07:30:00 - 2025-07-14 07:29:00,2025-07-13 07:30,2025-07-14 07:29,1879,1628655,1630534,1628656,1365
Machine1,"July 14, 2025",2025-07-14 07:30:00 - 2025-07-15 07:29:00,2025-07-14 07:30,2025-07-15 07:29,1230,1630534,1631764,1630535,1439
Machine1,"July 15, 2025",2025-07-15 07:30:00 - 2025-07-16 07:29:00,2025-07-15 07:30,2025-07-16 07:29,1735,1631764,1633499,1631765,1416
Machine1,"July 16, 2025",2025-07-16 07:30:00 - 2025-07-17 07:29:00,2025-07-16 07:30,2025-07-17 07:29,1323,1633499,1634822,1633500,1376
Machine1,"July 17, 2025",2025-07-17 07:30:00 - 2025-07-18 07:29:00,2025-07-17 07:30,2025-07-18 07:29,1682,1634822,1636504,1634823,1378
Machine1,"July 18, 2025",2025-07-18 07:30:00 - 2025-07-19 07:29:00,2025-07-18 07:30,2025-07-19 07:29,1000,1636504,1637504,1636505,1436
Machine1,"July 19, 2025",2025-07-19 07:30:00 - 2025-07-20 07:29:00,2025-07-19 07:30,2025-07-20 07:29,1388,1637504,1638892,1637505,1356
Machine1,"July 20, 2025",2025-07-20 07:30:00 - 2025-07-21 07:29:00,2025-07-20 07:30,2025-07-21 07:29,1407,1638892,1640299,1638893,1400
Machine1,"July 21, 2025",2025-07-21 07:30:00 - 2025-07-22 07:29:00,2025-07-21 07:30,2025-07-22 07:29,1817,1640299,1642116,1640300,1401
Machine1,"July 22, 2025",2025-07-22 07:30:00 - 2025-07-23 07:29:00,2025-07-22 07:30,2025-07-23 07:29,1471,1642116,1643587,1642117,1397
Machine1,"July 23, 2025",2025-07-23 07:30:00 - 2025-07-24 07:29:00,2025-07-23 07:30,2025-07-24 07:29,1570,1643587,1645157,1643588,1369
Machine1,"July 24, 2025",2025-07-24 07:30:00 - 2025-07-25 07:29:00,2025-07-24 07:30,2025-07-25 07:29,1649,1645157,1646806,1645158,1319
Machine1,"July 25, 2025",2025-07-25 07:30:00 - 2025-07-26 07:29:00,2025-07-25 07:30,2025-07-26 07:29,1391,1646806,1648197,1646807,1316
Machine1,"July 26, 2025",2025-07-26 07:30:00 - 2025-07-27 07:29:00,2025-07-26 07:30,2025-07-27 07:29,1876,1648197,1650073,1648198,1396
Machine1,"July 27, 2025",2025-07-27 07:30:00 - 2025-07-28 07:29:00,2025-07-27 07:30,2025-07-28 07:29,1516,1650073,1651589,1650074,1331
Machine1,"July 28, 2025",2025-07-28 07:30:00 - 2025-07-29 07:29:00,2025-07-28 07:30,2025-07-29 07:29,1789,1651589,1653377,1651590,1444
Machine1,"July 29, 2025",2025-07-29 07:30:00 - 2025-07-30 07:29:00,2025-07-29 07:30,2025-07-30 07:29,1357,1653377,1654734,1653378,1426
Machine1,"July 30, 2025",2025-07-30 07:30:00 - 2025-07-31 07:29:00,2025-07-30 07:30,2025-07-31 07:29,1649,1654734,1656383,1654735,1392
Machine1,"July 31, 2025",2025-07-31 07:30:00 - 2025-08-01 07:29:00,2025-07-31 07:30,2025-08-01 07:29,1794,1656383,1658177,1656384,1397
Machine1,"August 1, 2025",2025-08-01 07:30:00 - 2025-08-02 07:29:00,2025-08-01 07:30,2025-08-02 07:29,2106,1658177,1660283,1658178,1359
Machine1,"August 2, 2025",2025-08-02 07:30:00 - 2025-08-03 07:29:00,2025-08-02 07:30,2025-08-03 07:29,1303,1660283,1661587,1660284,1416
Machine1,"August 3, 2025",2025-08-03 07:30:00 - 2025-08-04 07:29:00,2025-08-03 07:30,2025-08-04 07:29,1295,1661587,1662881,1661588,1427
Machine1,"August 4, 2025",2025-08-04 07:30:00 - 2025-08-05 07:29:00,2025-08-04 07:30,2025-08-05 07:29,1678,1662881,1664559,1662882,1386
Machine1,"August 5, 2025",2025-08-05 07:30:00 - 2025-08-06 07:29:00,2025-08-05 07:30,2025-08-06 07:29,1167,1664559,1665726,1664560,1457
Machine1,"August 6, 2025",2025-08-06 07:30:00 - 2025-08-07 07:29:00,2025-08-06 07:30,2025-08-07 07:29,1516,1665726,1667242,1665727,1461
Machine1,"August 7, 2025",2025-08-07 07:30:00 - 2025-08-08 07:29:00,2025-08-07 07:30,2025-08-08 07:29,1338,1667242,1668580,1667243,1390
Machine1,"August 8, 2025",2025-08-08 07:30:00 - 2025-08-09 07:29:00,2025-08-08 07:30,2025-08-09 07:29,1138,1668580,1669718,1668581,1393
Machine1,"August 9, 2025",2025-08-09 07:30:00 - 2025-08-10 07:29:00,2025-08-09 07:30,2025-08-10 07:29,1838,1669718,1671556,1669719,1445
Machine1,"August 10, 2025",2025-08-10 07:30:00 - 2025-08-11 07:29:00,2025-08-10 07:30,2025-08-11 07:29,1775,1671556,1673331,1671557,1473
Machine1,"August 11, 2025",2025-08-11 07:30:00 - 2025-08-12 07:29:00,2025-08-11 07:30,2025-08-12 07:29,1185,1673331,1674516,1673332,1426
Machine1,"August 12, 2025",2025-08-12 07:30:00 - 2025-08-13 07:29:00,2025-08-12 07:30,2025-08-13 07:29,1971,1674516,1676487,1674517,1459
Machine1,"August 13, 2025",2025-08-13 07:30:00 - 2025-08-14 07:29:00,2025-08-13 07:30,2025-08-14 07:29,1546,1676487,1678032,1676488,1390
Machine1,"August 14, 2025",2025-08-14 07:30:00 - 2025-08-15 07:29:00,2025-08-14 07:30,2025-08-15 07:29,1990,1678032,1680022,1678033,1370
Machine1,"August 15, 2025",2025-08-15 07:30:00 - 2025-08-16 07:29:00,2025-08-15 07:30,2025-08-16 07:29,2244,1680022,1682266,1680023,1415
Machine1,"August 16, 2025",2025-08-16 07:30:00 - 2025-08-17 07:29:00,2025-08-16 07:30,2025-08-17 07:29,1576,1682266,1683842,1682267,1442
Machine1,"August 17, 2025",2025-08-17 07:30:00 - 2025-08-18 07:29:00,2025-08-17 07:30,2025-08-18 07:29,2190,1683842,1686031,1683843,1387
Machine1,"August 18, 2025",2025-08-18 07:30:00 - 2025-08-19 07:29:00,2025-08-18 07:30,2025-08-19 07:29,1463,1686031,1687495,1686032,1416
