device_name,date,time_window,actual_start_time,actual_end_time,daily_consumption,adjusted_start_value,end_value,window_first_reading,readings_count
Machine2,"March 16, 2025",2025-03-16 07:30:00 - 2025-03-17 07:30:00,2025-03-16 07:30,2025-03-17 07:29,744,1336010,1336754,1336011,1416
Machine2,"March 17, 2025",2025-03-17 07:30:00 - 2025-03-18 07:30:00,2025-03-17 07:30,2025-03-18 07:29,711,1336754,1337465,1336754,1416
Machine2,"March 18, 2025",2025-03-18 07:30:00 - 2025-03-19 07:30:00,2025-03-18 07:30,2025-03-19 07:29,683,1337465,1338148,1337465,1417
Machine2,"March 19, 2025",2025-03-19 07:30:00 - 2025-03-20 07:30:00,2025-03-19 07:30,2025-03-20 07:29,694,1338148,1338842,1338148,1415
Machine2,"March 20, 2025",2025-03-20 07:30:00 - 2025-03-21 07:30:00,2025-03-20 07:30,2025-03-21 07:29,657,1338842,1339499,1338842,1416
Machine2,"March 21, 2025",2025-03-21 07:30:00 - 2025-03-22 07:30:00,2025-03-21 07:30,2025-03-22 07:29,1363,1339499,1340862,1339499,1417
Machine2,"March 22, 2025",2025-03-22 07:30:00 - 2025-03-23 07:30:00,2025-03-22 07:30,2025-03-23 07:29,1334,1340862,1342196,1340863,1416
Machine2,"March 23, 2025",2025-03-23 07:30:00 - 2025-03-24 07:30:00,2025-03-23 07:30,2025-03-24 07:29,1061,1342196,1343257,1342198,1415
Machine2,"March 24, 2025",2025-03-24 07:30:00 - 2025-03-25 07:30:00,2025-03-24 07:30,2025-03-25 07:29,740,1343257,1343997,1343257,1417
Machine2,"March 25, 2025",2025-03-25 07:30:00 - 2025-03-26 07:30:00,2025-03-25 07:30,2025-03-26 07:29,727,1343997,1344724,1343997,1413
Machine2,"March 26, 2025",2025-03-26 07:30:00 - 2025-03-27 07:30:00,2025-03-26 07:30,2025-03-27 07:29,677,1344724,1345401,1344724,1415
Machine2,"March 27, 2025",2025-03-27 07:30:00 - 2025-03-28 07:30:00,2025-03-27 07:30,2025-03-28 07:29,745,1345401,1346146,1345402,1415
Machine2,"March 28, 2025",2025-03-28 07:30:00 - 2025-03-29 07:30:00,2025-03-28 07:30,2025-03-29 07:29,1294,1346146,1347440,1346146,1416
Machine2,"March 29, 2025",2025-03-29 07:30:00 - 2025-03-30 07:30:00,2025-03-29 07:30,2025-03-30 07:29,1027,1347440,1348467,1347441,1417
Machine2,"March 30, 2025",2025-03-30 07:30:00 - 2025-03-31 07:30:00,2025-03-30 07:30,2025-03-31 07:29,743,1348467,1349210,1348468,1416
Machine2,"March 31, 2025",2025-03-31 07:30:00 - 2025-04-01 07:30:00,2025-03-31 07:30,2025-04-01 07:29,722,1349210,1349932,1349210,1416
Machine2,"April 1, 2025",2025-04-01 07:30:00 - 2025-04-02 07:30:00,2025-04-01 07:30,2025-04-02 07:29,1418,1349932,1351350,1349932,1415
Machine2,"April 2, 2025",2025-04-02 07:30:00 - 2025-04-03 07:30:00,2025-04-02 07:30,2025-04-03 07:29,550,1351350,1351900,1351351,1410
Machine2,"April 3, 2025",2025-04-03 07:30:00 - 2025-04-04 07:30:00,2025-04-03 07:30,2025-04-04 07:29,732,1351900,1352632,1351900,1408
Machine2,"April 4, 2025",2025-04-04 07:30:00 - 2025-04-05 07:30:00,2025-04-04 07:30,2025-04-05 07:29,677,1352632,1353309,1352632,1416
Machine2,"April 5, 2025",2025-04-05 07:30:00 - 2025-04-06 07:30:00,2025-04-05 07:30,2025-04-06 07:29,805,1353309,1354114,1353309,1416
Machine2,"April 6, 2025",2025-04-06 07:30:00 - 2025-04-07 07:30:00,2025-04-06 07:30,2025-04-07 07:29,1136,1354114,1355250,1354115,1414
Machine2,"April 7, 2025",2025-04-07 07:30:00 - 2025-04-08 07:30:00,2025-04-07 07:30,2025-04-08 07:29,872,1355250,1356122,1355250,1416
Machine2,"April 8, 2025",2025-04-08 07:30:00 - 2025-04-09 07:30:00,2025-04-08 07:30,2025-04-09 07:29,665,1356122,1356787,1356123,1416
Machine2,"April 9, 2025",2025-04-09 07:30:00 - 2025-04-10 07:30:00,2025-04-09 07:30,2025-04-10 07:29,668,1356787,1357455,1356788,1415
Machine2,"April 10, 2025",2025-04-10 07:30:00 - 2025-04-11 07:30:00,2025-04-10 07:30,2025-04-11 07:29,724,1357455,1358179,1357456,1416
Machine2,"April 11, 2025",2025-04-11 07:30:00 - 2025-04-12 07:30:00,2025-04-11 07:30,2025-04-12 07:29,36,1358179,1358215,1358179,1417
Machine2,"April 12, 2025",2025-04-12 07:30:00 - 2025-04-13 07:30:00,2025-04-12 07:30,2025-04-13 07:29,38,1358215,1358253,1358215,1415
Machine2,"April 13, 2025",2025-04-13 07:30:00 - 2025-04-14 07:30:00,2025-04-13 07:30,2025-04-14 07:29,18,1358253,1358271,1358253,828
Machine2,"April 14, 2025",2025-04-14 07:30:00 - 2025-04-15 07:30:00,2025-04-14 07:30,2025-04-15 07:29,26,1358271,1358297,1358271,1416
Machine2,"April 15, 2025",2025-04-15 07:30:00 - 2025-04-16 07:30:00,2025-04-15 07:30,2025-04-16 07:29,361,1358297,1358658,1358297,1416
Machine2,"April 16, 2025",2025-04-16 07:30:00 - 2025-04-17 07:30:00,2025-04-16 07:30,2025-04-17 07:29,1018,1358658,1359676,1358659,1416
Machine2,"April 17, 2025",2025-04-17 07:30:00 - 2025-04-18 07:30:00,2025-04-17 07:30,2025-04-18 07:29,1657,1359676,1361333,1359677,1416
Machine2,"April 18, 2025",2025-04-18 07:30:00 - 2025-04-19 07:30:00,2025-04-18 07:30,2025-04-19 07:29,883,1361333,1362216,1361334,1416
Machine2,"April 19, 2025",2025-04-19 07:30:00 - 2025-04-20 07:30:00,2025-04-19 07:30,2025-04-20 07:29,1263,1362216,1363479,1362217,1417
Machine2,"April 20, 2025",2025-04-20 07:30:00 - 2025-04-21 07:30:00,2025-04-20 07:30,2025-04-21 07:29,1309,1363479,1364788,1363480,1415
Machine2,"April 21, 2025",2025-04-21 07:30:00 - 2025-04-22 07:30:00,2025-04-21 07:30,2025-04-22 07:29,1616,1364788,1366404,1364789,1416
Machine2,"April 22, 2025",2025-04-22 07:30:00 - 2025-04-23 07:30:00,2025-04-22 07:30,2025-04-23 07:29,1143,1366404,1367547,1366405,1417
Machine2,"April 23, 2025",2025-04-23 07:30:00 - 2025-04-24 07:30:00,2025-04-23 07:30,2025-04-24 07:29,693,1367547,1368240,1367548,1409
Machine2,"April 24, 2025",2025-04-24 07:30:00 - 2025-04-25 07:30:00,2025-04-24 07:30,2025-04-25 07:29,407,1368240,1368647,1368240,1416
Machine2,"April 25, 2025",2025-04-25 07:30:00 - 2025-04-26 07:30:00,2025-04-25 07:30,2025-04-26 07:29,681,1368647,1369328,1368648,1416
Machine2,"April 26, 2025",2025-04-26 07:30:00 - 2025-04-27 07:30:00,2025-04-26 07:30,2025-04-27 07:29,618,1369328,1369946,1369328,1416
Machine2,"April 27, 2025",2025-04-27 07:30:00 - 2025-04-28 07:30:00,2025-04-27 07:30,2025-04-28 07:29,1041,1369946,1370987,1369946,1416
Machine2,"April 28, 2025",2025-04-28 07:30:00 - 2025-04-29 07:30:00,2025-04-28 07:30,2025-04-29 07:29,894,1370987,1371881,1370988,1417
Machine2,"April 29, 2025",2025-04-29 07:30:00 - 2025-04-30 07:30:00,2025-04-29 07:30,2025-04-30 07:29,728,1371881,1372609,1371881,1413
Machine2,"April 30, 2025",2025-04-30 07:30:00 - 2025-05-01 07:30:00,2025-04-30 07:30,2025-05-01 07:29,783,1372609,1373392,1372610,1415
Machine2,"May 1, 2025",2025-05-01 07:30:00 - 2025-05-02 07:30:00,2025-05-01 07:30,2025-05-02 07:29,944,1373392,1374336,1373393,1416
Machine2,"May 2, 2025",2025-05-02 07:30:00 - 2025-05-03 07:30:00,2025-05-02 07:30,2025-05-03 07:29,721,1374336,1375057,1374336,1416
Machine2,"May 3, 2025",2025-05-03 07:30:00 - 2025-05-04 07:30:00,2025-05-03 07:30,2025-05-04 07:29,706,1375057,1375763,1375058,1417
Machine2,"May 4, 2025",2025-05-04 07:30:00 - 2025-05-05 07:30:00,2025-05-04 07:30,2025-05-05 07:29,569,1375763,1376332,1375764,1412
Machine2,"May 5, 2025",2025-05-05 07:30:00 - 2025-05-06 07:30:00,2025-05-05 07:30,2025-05-06 07:29,676,1376332,1377008,1376333,1416
Machine2,"May 6, 2025",2025-05-06 07:30:00 - 2025-05-07 07:30:00,2025-05-06 07:30,2025-05-07 07:29,704,1377008,1377712,1377009,1415
Machine2,"May 7, 2025",2025-05-07 07:30:00 - 2025-05-08 07:30:00,2025-05-07 07:30,2025-05-08 07:29,934,1377712,1378646,1377713,1416
Machine2,"May 8, 2025",2025-05-08 07:30:00 - 2025-05-09 07:30:00,2025-05-08 07:30,2025-05-09 07:29,888,1378646,1379534,1378646,1417
Machine2,"May 9, 2025",2025-05-09 07:30:00 - 2025-05-10 07:30:00,2025-05-09 07:30,2025-05-10 07:29,1388,1379534,1380922,1379535,1416
Machine2,"May 10, 2025",2025-05-10 07:30:00 - 2025-05-11 07:30:00,2025-05-10 07:30,2025-05-11 07:29,683,1380922,1381605,1380923,1416
Machine2,"May 11, 2025",2025-05-11 07:30:00 - 2025-05-12 07:30:00,2025-05-11 07:30,2025-05-12 07:29,618,1381605,1382223,1381605,1414
Machine2,"May 12, 2025",2025-05-12 07:30:00 - 2025-05-13 07:30:00,2025-05-12 07:30,2025-05-13 07:29,598,1382223,1382821,1382224,1416
Machine2,"May 13, 2025",2025-05-13 07:30:00 - 2025-05-14 07:30:00,2025-05-13 07:30,2025-05-14 07:28,714,1382821,1383535,1382821,1416
Machine2,"May 14, 2025",2025-05-14 07:30:00 - 2025-05-15 07:30:00,2025-05-14 07:30,2025-05-15 07:29,1003,1383535,1384538,1383536,1416
Machine2,"May 15, 2025",2025-05-15 07:30:00 - 2025-05-16 07:30:00,2025-05-15 07:30,2025-05-16 07:29,1053,1384538,1385591,1384539,1416
Machine2,"May 16, 2025",2025-05-16 07:30:00 - 2025-05-17 07:30:00,2025-05-16 07:30,2025-05-17 07:29,660,1385591,1386251,1385591,1416
Machine2,"May 17, 2025",2025-05-17 07:30:00 - 2025-05-18 07:30:00,2025-05-17 07:30,2025-05-18 07:29,712,1386251,1386963,1386252,1416
Machine2,"May 18, 2025",2025-05-18 07:30:00 - 2025-05-19 07:30:00,2025-05-18 07:30,2025-05-19 07:29,770,1386963,1387733,1386963,1416
Machine2,"May 19, 2025",2025-05-19 07:30:00 - 2025-05-20 07:30:00,2025-05-19 07:30,2025-05-20 07:29,485,1387733,1388218,1387733,1416
Machine2,"May 20, 2025",2025-05-20 07:30:00 - 2025-05-21 07:30:00,2025-05-20 07:31,2025-05-21 07:29,668,1388218,1388886,1388218,1416
Machine2,"May 21, 2025",2025-05-21 07:30:00 - 2025-05-22 07:30:00,2025-05-21 07:30,2025-05-22 07:28,796,1388886,1389682,1388886,1412
Machine2,"May 22, 2025",2025-05-22 07:30:00 - 2025-05-23 07:30:00,2025-05-22 07:30,2025-05-23 07:29,702,1389682,1390384,1389683,1417
Machine2,"May 23, 2025",2025-05-23 07:30:00 - 2025-05-24 07:30:00,2025-05-23 07:30,2025-05-24 07:29,1142,1390384,1391526,1390385,1415
Machine2,"May 24, 2025",2025-05-24 07:30:00 - 2025-05-25 07:30:00,2025-05-24 07:30,2025-05-25 07:29,698,1391526,1392224,1391527,1416
Machine2,"May 25, 2025",2025-05-25 07:30:00 - 2025-05-26 07:30:00,2025-05-25 07:30,2025-05-26 07:29,1018,1392224,1393242,1392224,1417
Machine2,"May 26, 2025",2025-05-26 07:30:00 - 2025-05-27 07:30:00,2025-05-26 07:30,2025-05-27 07:29,675,1393242,1393917,1393243,1415
Machine2,"May 27, 2025",2025-05-27 07:30:00 - 2025-05-28 07:30:00,2025-05-27 07:30,2025-05-28 07:29,694,1393917,1394611,1393918,1413
Machine2,"May 28, 2025",2025-05-28 07:30:00 - 2025-05-29 07:30:00,2025-05-28 07:30,2025-05-29 07:29,914,1394611,1395525,1394612,1381
Machine2,"May 29, 2025",2025-05-29 07:30:00 - 2025-05-30 07:30:00,2025-05-29 07:30,2025-05-30 00:13,762,1395525,1396287,1395525,984
Machine2,"June 1, 2025",2025-06-01 07:30:00 - 2025-06-02 07:30:00,2025-06-01 08:16,2025-06-02 07:29,2382,1396287,1398669,1397885,1531
Machine2,"June 2, 2025",2025-06-02 07:30:00 - 2025-06-03 07:30:00,2025-06-02 07:30,2025-06-03 07:29,696,1398669,1399365,1398669,1414
Machine2,"June 3, 2025",2025-06-03 07:30:00 - 2025-06-04 07:30:00,2025-06-03 07:30,2025-06-04 07:29,684,1399365,1400049,1399365,1416
Machine2,"June 4, 2025",2025-06-04 07:30:00 - 2025-06-05 07:30:00,2025-06-04 07:30,2025-06-05 07:29,755,1400049,1400804,1400050,1409
Machine2,"June 5, 2025",2025-06-05 07:30:00 - 2025-06-06 07:30:00,2025-06-05 07:31,2025-06-06 07:29,1035,1400804,1401839,1400805,1416
Machine2,"June 6, 2025",2025-06-06 07:30:00 - 2025-06-07 07:30:00,2025-06-06 07:30,2025-06-07 07:29,682,1401839,1402521,1401839,1415
Machine2,"June 7, 2025",2025-06-07 07:30:00 - 2025-06-08 07:30:00,2025-06-07 07:30,2025-06-08 07:29,694,1402521,1403215,1402521,1414
Machine2,"June 8, 2025",2025-06-08 07:30:00 - 2025-06-09 07:30:00,2025-06-08 07:30,2025-06-09 05:28,829,1403215,1404044,1403215,1298
Machine2,"June 9, 2025",2025-06-09 07:30:00 - 2025-06-10 07:29:00,2025-06-09 07:30,2025-06-10 07:29,600,1404044,1404644,1404044,1400
Machine2,"June 10, 2025",2025-06-10 07:30:00 - 2025-06-11 07:29:00,2025-06-10 07:30,2025-06-11 07:29,800,1404644,1405444,1404644,1450
Machine2,"June 11, 2025",2025-06-11 07:30:00 - 2025-06-12 07:29:00,2025-06-11 07:30,2025-06-12 07:29,800,1405444,1406244,1405444,1450
Machine2,"June 12, 2025",2025-06-12 07:30:00 - 2025-06-13 07:29:00,2025-06-12 07:30,2025-06-13 07:29,600,1406244,1406844,1406244,1400
Machine2,"June 13, 2025",2025-06-13 07:30:00 - 2025-06-14 07:29:00,2025-06-13 07:30,2025-06-14 07:29,729,1406844,1407573,1406844,1450
Machine2,"June 14, 2025",2025-06-14 07:30:00 - 2025-06-15 07:29:00,2025-06-14 07:30,2025-06-15 07:29,800,1407573,1408373,1407573,1423
Machine2,"June 15, 2025",2025-06-15 07:30:00 - 2025-06-16 07:29:00,2025-06-15 07:30,2025-06-16 07:29,600,1408373,1408973,1408373,1400
Machine2,"June 16, 2025",2025-06-16 07:30:00 - 2025-06-17 07:29:00,2025-06-16 07:30,2025-06-17 07:29,600,1408973,1409573,1408973,1450
Machine2,"June 17, 2025",2025-06-17 07:30:00 - 2025-06-18 07:29:00,2025-06-17 07:30,2025-06-18 07:29,600,1409573,1410173,1409573,1400
Machine2,"June 18, 2025",2025-06-18 07:30:00 - 2025-06-19 07:29:00,2025-06-18 07:30,2025-06-19 07:29,800,1410173,1410973,1410173,1400
Machine2,"June 19, 2025",2025-06-19 07:30:00 - 2025-06-20 07:29:00,2025-06-19 07:30,2025-06-20 07:29,600,1410973,1411573,1410973,1445
Machine2,"June 20, 2025",2025-06-20 07:30:00 - 2025-06-21 07:29:00,2025-06-20 07:30,2025-06-21 07:29,800,1411573,1412373,1411573,1400
Machine2,"June 21, 2025",2025-06-21 07:30:00 - 2025-06-22 07:29:00,2025-06-21 07:30,2025-06-22 07:29,800,1412373,1413173,1412373,1400
Machine2,"June 22, 2025",2025-06-22 07:30:00 - 2025-06-23 07:29:00,2025-06-22 07:30,2025-06-23 07:29,800,1413173,1413973,1413173,1408
Machine2,"June 23, 2025",2025-06-23 07:30:00 - 2025-06-24 07:29:00,2025-06-23 07:30,2025-06-24 07:29,800,1413973,1414773,1413973,1400
Machine2,"June 24, 2025",2025-06-24 07:30:00 - 2025-06-25 07:29:00,2025-06-24 07:30,2025-06-25 07:29,600,1414773,1415373,1414773,1440
Machine2,"June 25, 2025",2025-06-25 07:30:00 - 2025-06-26 07:29:00,2025-06-25 07:30,2025-06-26 07:29,800,1415373,1416173,1415373,1400
Machine2,"June 26, 2025",2025-06-26 07:30:00 - 2025-06-27 07:29:00,2025-06-26 07:30,2025-06-27 07:29,800,1416173,1416973,1416173,1450
Machine2,"June 27, 2025",2025-06-27 07:30:00 - 2025-06-28 07:29:00,2025-06-27 07:30,2025-06-28 07:29,600,1416973,1417573,1416973,1425
Machine2,"June 28, 2025",2025-06-28 07:30:00 - 2025-06-29 07:29:00,2025-06-28 07:30,2025-06-29 07:29,600,1417573,1418173,1417573,1400
Machine2,"June 29, 2025",2025-06-29 07:30:00 - 2025-06-30 07:29:00,2025-06-29 07:30,2025-06-30 07:29,600,1418173,1418773,1418173,1440
Machine2,"June 30, 2025",2025-06-30 07:30:00 - 2025-07-01 07:29:00,2025-06-30 07:30,2025-07-01 07:29,800,1418773,1419573,1418773,1400
Machine2,"July 1, 2025",2025-07-01 07:30:00 - 2025-07-02 07:29:00,2025-07-01 07:30,2025-07-02 07:29,800,1419573,1420373,1419573,1450
Machine2,"July 2, 2025",2025-07-02 07:30:00 - 2025-07-03 07:29:00,2025-07-02 07:30,2025-07-03 07:29,600,1420373,1420973,1420373,1400
Machine2,"July 3, 2025",2025-07-03 07:30:00 - 2025-07-04 07:29:00,2025-07-03 07:30,2025-07-04 07:29,600,1420973,1421573,1420973,1450
Machine2,"July 4, 2025",2025-07-04 07:30:00 - 2025-07-05 07:29:00,2025-07-04 07:30,2025-07-05 07:29,800,1421573,1422373,1421573,1400
Machine2,"July 5, 2025",2025-07-05 07:30:00 - 2025-07-06 07:29:00,2025-07-05 07:30,2025-07-06 07:29,693,1422373,1423066,1422373,1400
Machine2,"July 6, 2025",2025-07-06 07:30:00 - 2025-07-07 07:29:00,2025-07-06 07:30,2025-07-07 07:29,756,1423066,1423822,1423066,1400
Machine2,"July 7, 2025",2025-07-07 07:30:00 - 2025-07-08 07:29:00,2025-07-07 07:30,2025-07-08 07:29,800,1423822,1424622,1423822,1400
Machine2,"July 8, 2025",2025-07-08 07:30:00 - 2025-07-09 07:29:00,2025-07-08 07:30,2025-07-09 07:29,800,1424622,1425422,1424622,1400
Machine2,"July 9, 2025",2025-07-09 07:30:00 - 2025-07-10 07:29:00,2025-07-09 07:30,2025-07-10 07:29,600,1425422,1426022,1425422,1422
Machine2,"July 10, 2025",2025-07-10 07:30:00 - 2025-07-11 07:29:00,2025-07-10 07:30,2025-07-11 07:29,800,1426022,1426822,1426022,1400
Machine2,"July 11, 2025",2025-07-11 07:30:00 - 2025-07-12 07:29:00,2025-07-11 07:30,2025-07-12 07:29,600,1426822,1427422,1426822,1400
Machine2,"July 12, 2025",2025-07-12 07:30:00 - 2025-07-13 07:29:00,2025-07-12 07:30,2025-07-13 07:29,800,1427422,1428222,1427422,1413
Machine2,"July 13, 2025",2025-07-13 07:30:00 - 2025-07-14 07:29:00,2025-07-13 07:30,2025-07-14 07:29,600,1428222,1428822,1428222,1400
Machine2,"July 14, 2025",2025-07-14 07:30:00 - 2025-07-15 07:29:00,2025-07-14 07:30,2025-07-15 07:29,800,1428822,1429622,1428822,1400
Machine2,"July 15, 2025",2025-07-15 07:30:00 - 2025-07-16 07:29:00,2025-07-15 07:30,2025-07-16 07:29,800,1429622,1430422,1429622,1400
Machine2,"July 16, 2025",2025-07-16 07:30:00 - 2025-07-17 07:29:00,2025-07-16 07:30,2025-07-17 07:29,600,1430422,1431022,1430422,1400
Machine2,"July 17, 2025",2025-07-17 07:30:00 - 2025-07-18 07:29:00,2025-07-17 07:30,2025-07-18 07:29,800,1431022,1431822,1431022,1400
Machine2,"July 18, 2025",2025-07-18 07:30:00 - 2025-07-19 07:29:00,2025-07-18 07:30,2025-07-19 07:29,699,1431822,1432521,1431822,1450
Machine2,"July 19, 2025",2025-07-19 07:30:00 - 2025-07-20 07:29:00,2025-07-19 07:30,2025-07-20 07:29,800,1432521,1433321,1432521,1450
Machine2,"July 20, 2025",2025-07-20 07:30:00 - 2025-07-21 07:29:00,2025-07-20 07:30,2025-07-21 07:29,600,1433321,1433921,1433321,1400
Machine2,"July 21, 2025",2025-07-21 07:30:00 - 2025-07-22 07:29:00,2025-07-21 07:30,2025-07-22 07:29,800,1433921,1434721,1433921,1400
Machine2,"July 22, 2025",2025-07-22 07:30:00 - 2025-07-23 07:29:00,2025-07-22 07:30,2025-07-23 07:29,600,1434721,1435321,1434721,1400
Machine2,"July 23, 2025",2025-07-23 07:30:00 - 2025-07-24 07:29:00,2025-07-23 07:30,2025-07-24 07:29,800,1435321,1436121,1435321,1400
Machine2,"July 24, 2025",2025-07-24 07:30:00 - 2025-07-25 07:29:00,2025-07-24 07:30,2025-07-25 07:29,600,1436121,1436721,1436121,1400
Machine2,"July 25, 2025",2025-07-25 07:30:00 - 2025-07-26 07:29:00,2025-07-25 07:30,2025-07-26 07:29,800,1436721,1437521,1436721,1400
Machine2,"July 26, 2025",2025-07-26 07:30:00 - 2025-07-27 07:29:00,2025-07-26 07:30,2025-07-27 07:29,800,1437521,1438321,1437521,1405
Machine2,"July 27, 2025",2025-07-27 07:30:00 - 2025-07-28 07:29:00,2025-07-27 07:30,2025-07-28 07:29,600,1438321,1438921,1438321,1412
Machine2,"July 28, 2025",2025-07-28 07:30:00 - 2025-07-29 07:29:00,2025-07-28 07:30,2025-07-29 07:29,631,1438921,1439552,1438921,1400
Machine2,"July 29, 2025",2025-07-29 07:30:00 - 2025-07-30 07:29:00,2025-07-29 07:30,2025-07-30 07:29,760,1439552,1440312,1439552,1450
Machine2,"July 30, 2025",2025-07-30 07:30:00 - 2025-07-31 07:29:00,2025-07-30 07:30,2025-07-31 07:29,800,1440312,1441112,1440312,1450
Machine2,"July 31, 2025",2025-07-31 07:30:00 - 2025-08-01 07:29:00,2025-07-31 07:30,2025-08-01 07:29,800,1441112,1441912,1441112,1428
Machine2,"August 1, 2025",2025-08-01 07:30:00 - 2025-08-02 07:29:00,2025-08-01 07:30,2025-08-02 07:29,800,1441912,1442712,1441912,1400
Machine2,"August 2, 2025",2025-08-02 07:30:00 - 2025-08-03 07:29:00,2025-08-02 07:30,2025-08-03 07:29,769,1442712,1443481,1442712,1400
Machine2,"August 3, 2025",2025-08-03 07:30:00 - 2025-08-04 07:29:00,2025-08-03 07:30,2025-08-04 07:29,800,1443481,1444281,1443481,1450
Machine2,"August 4, 2025",2025-08-04 07:30:00 - 2025-08-05 07:29:00,2025-08-04 07:30,2025-08-05 07:29,600,1444281,1444881,1444281,1400
Machine2,"August 5, 2025",2025-08-05 07:30:00 - 2025-08-06 07:29:00,2025-08-05 07:30,2025-08-06 07:29,800,1444881,1445681,1444881,1400
Machine2,"August 6, 2025",2025-08-06 07:30:00 - 2025-08-07 07:29:00,2025-08-06 07:30,2025-08-07 07:29,731,1445681,1446412,1445681,1400
Machine2,"August 7, 2025",2025-08-07 07:30:00 - 2025-08-08 07:29:00,2025-08-07 07:30,2025-08-08 07:29,760,1446412,1447172,1446412,1400
Machine2,"August 8, 2025",2025-08-08 07:30:00 - 2025-08-09 07:29:00,2025-08-08 07:30,2025-08-09 07:29,800,1447172,1447972,1447172,1450
Machine2,"August 9, 2025",2025-08-09 07:30:00 - 2025-08-10 07:29:00,2025-08-09 07:30,2025-08-10 07:29,800,1447972,1448772,1447972,1400
Machine2,"August 10, 2025",2025-08-10 07:30:00 - 2025-08-11 07:29:00,2025-08-10 07:30,2025-08-11 07:29,722,1448772,1449494,1448772,1400
Machine2,"August 11, 2025",2025-08-11 07:30:00 - 2025-08-12 07:29:00,2025-08-11 07:30,2025-08-12 07:29,800,1449494,1450294,1449494,1436
Machine2,"August 12, 2025",2025-08-12 07:30:00 - 2025-08-13 07:29:00,2025-08-12 07:30,2025-08-13 07:29,600,1450294,1450894,1450294,1430
Machine2,"August 13, 2025",2025-08-13 07:30:00 - 2025-08-14 07:29:00,2025-08-13 07:30,2025-08-14 07:29,600,1450894,1451494,1450894,1400
Machine2,"August 14, 2025",2025-08-14 07:30:00 - 2025-08-15 07:29:00,2025-08-14 07:30,2025-08-15 07:29,800,1451494,1452294,1451494,1400
Machine2,"August 15, 2025",2025-08-15 07:30:00 - 2025-08-16 07:29:00,2025-08-15 07:30,2025-08-16 07:29,600,1452294,1452894,1452294,1400
Machine2,"August 16, 2025",2025-08-16 07:30:00 - 2025-08-17 07:29:00,2025-08-16 07:30,2025-08-17 07:29,600,1452894,1453494,1452894,1450
Machine2,"August 17, 2025",2025-08-17 07:30:00 - 2025-08-18 07:29:00,2025-08-17 07:30,2025-08-18 07:29,600,1453494,1454094,1453494,1442
Machine2,"August 18, 2025",2025-08-18 07:30:00 - 2025-08-19 07:29:00,2025-08-18 07:30,2025-08-19 07:29,712,1454094,1454806,1454094,1437
Machine2,"August 19, 2025",2025-08-19 07:30:00 - 2025-08-20 07:29:00,2025-08-19 07:30,2025-08-20 07:29,800,1454806,1455606,1454806,1450
Machine2,"August 20, 2025",2025-08-20 07:30:00 - 2025-08-21 07:29:00,2025-08-20 07:30,2025-08-21 07:29,600,1455606,1456206,1455606,1450
