device_name,date,time_window,actual_start_time,actual_end_time,daily_consumption,adjusted_start_value,end_value,window_first_reading,readings_count
machine3,"March 20, 2025",2025-03-20 07:30:00 - 2025-03-21 07:30:00,2025-03-20 07:30,2025-03-21 07:29,1077,752644,753721,752646,1416
machine3,"March 21, 2025",2025-03-21 07:30:00 - 2025-03-22 07:30:00,2025-03-21 07:30,2025-03-22 07:29,294,753721,754015,753722,1417
machine3,"March 22, 2025",2025-03-22 07:30:00 - 2025-03-23 07:30:00,2025-03-22 07:30,2025-03-23 07:29,1027,754015,755042,754015,1416
machine3,"March 23, 2025",2025-03-23 07:30:00 - 2025-03-24 07:30:00,2025-03-23 07:30,2025-03-24 07:29,1461,755042,756503,755043,1415
machine3,"March 24, 2025",2025-03-24 07:30:00 - 2025-03-25 07:30:00,2025-03-24 07:30,2025-03-25 07:29,2010,756503,758513,756504,1417
machine3,"March 25, 2025",2025-03-25 07:30:00 - 2025-03-26 07:30:00,2025-03-25 07:30,2025-03-26 07:29,1699,758513,760212,758514,1413
machine3,"March 26, 2025",2025-03-26 07:30:00 - 2025-03-27 07:30:00,2025-03-26 07:30,2025-03-27 07:29,1161,760212,761373,760214,1415
machine3,"March 27, 2025",2025-03-27 07:30:00 - 2025-03-28 07:30:00,2025-03-27 07:30,2025-03-28 07:29,866,761373,762239,761373,1415
machine3,"March 28, 2025",2025-03-28 07:30:00 - 2025-03-29 07:30:00,2025-03-28 07:30,2025-03-29 07:29,94,762239,762333,762239,1416
machine3,"March 29, 2025",2025-03-29 07:30:00 - 2025-03-30 07:30:00,2025-03-29 07:30,2025-03-30 07:29,1707,762333,764040,762333,1417
machine3,"March 30, 2025",2025-03-30 07:30:00 - 2025-03-31 07:30:00,2025-03-30 07:30,2025-03-31 07:29,1973,764040,766013,764042,1414
machine3,"March 31, 2025",2025-03-31 07:30:00 - 2025-04-01 07:30:00,2025-03-31 07:30,2025-04-01 07:29,2015,766013,768028,766015,1416
machine3,"April 1, 2025",2025-04-01 07:30:00 - 2025-04-02 07:30:00,2025-04-01 07:30,2025-04-02 07:29,1819,768028,769847,768029,1414
machine3,"April 2, 2025",2025-04-02 07:30:00 - 2025-04-03 07:30:00,2025-04-02 07:30,2025-04-03 07:29,1748,769847,771595,769848,1410
machine3,"April 3, 2025",2025-04-03 07:30:00 - 2025-04-04 07:30:00,2025-04-03 07:30,2025-04-04 07:29,1780,771595,773375,771596,1408
machine3,"April 4, 2025",2025-04-04 07:30:00 - 2025-04-05 07:30:00,2025-04-04 07:30,2025-04-05 07:29,1885,773375,775260,773377,1416
machine3,"April 5, 2025",2025-04-05 07:30:00 - 2025-04-06 07:30:00,2025-04-05 07:30,2025-04-06 07:29,1884,775260,777144,775261,1416
machine3,"April 6, 2025",2025-04-06 07:30:00 - 2025-04-07 07:30:00,2025-04-06 07:30,2025-04-07 07:29,1380,777144,778524,777145,1414
machine3,"April 7, 2025",2025-04-07 07:30:00 - 2025-04-08 07:30:00,2025-04-07 07:30,2025-04-08 07:29,2058,778524,780582,778526,1416
machine3,"April 8, 2025",2025-04-08 07:30:00 - 2025-04-09 07:30:00,2025-04-08 07:30,2025-04-09 07:29,2035,780582,782617,780583,1416
machine3,"April 9, 2025",2025-04-09 07:30:00 - 2025-04-10 07:30:00,2025-04-09 07:30,2025-04-10 07:29,2015,782617,784632,782619,1414
machine3,"April 10, 2025",2025-04-10 07:30:00 - 2025-04-11 07:30:00,2025-04-10 07:30,2025-04-11 07:29,896,784632,785528,784633,1416
machine3,"April 11, 2025",2025-04-11 07:30:00 - 2025-04-12 07:30:00,2025-04-11 07:30,2025-04-12 07:29,1052,785528,786580,785529,1416
machine3,"April 12, 2025",2025-04-12 07:30:00 - 2025-04-13 07:30:00,2025-04-12 07:30,2025-04-13 07:29,25,786580,786605,786580,1415
machine3,"April 13, 2025",2025-04-13 07:30:00 - 2025-04-14 07:30:00,2025-04-13 07:30,2025-04-14 07:29,14,786605,786619,786605,828
machine3,"April 14, 2025",2025-04-14 07:30:00 - 2025-04-15 07:30:00,2025-04-14 07:30,2025-04-15 07:29,25,786619,786644,786619,1416
machine3,"April 15, 2025",2025-04-15 07:30:00 - 2025-04-16 07:30:00,2025-04-15 07:30,2025-04-16 07:29,370,786644,787014,786644,1416
machine3,"April 16, 2025",2025-04-16 07:30:00 - 2025-04-17 07:30:00,2025-04-16 07:30,2025-04-17 07:29,1294,787014,788308,787015,1416
machine3,"April 17, 2025",2025-04-17 07:30:00 - 2025-04-18 07:30:00,2025-04-17 07:30,2025-04-18 07:29,2049,788308,790357,788309,1416
machine3,"April 18, 2025",2025-04-18 07:30:00 - 2025-04-19 07:30:00,2025-04-18 07:30,2025-04-19 07:29,2014,790357,792371,790359,1416
machine3,"April 19, 2025",2025-04-19 07:30:00 - 2025-04-20 07:30:00,2025-04-19 07:30,2025-04-20 07:29,1957,792371,794328,792372,1417
machine3,"April 20, 2025",2025-04-20 07:30:00 - 2025-04-21 07:30:00,2025-04-20 07:30,2025-04-21 07:29,2039,794328,796367,794329,1414
machine3,"April 21, 2025",2025-04-21 07:30:00 - 2025-04-22 07:30:00,2025-04-21 07:30,2025-04-22 07:29,1987,796367,798354,796368,1416
machine3,"April 22, 2025",2025-04-22 07:30:00 - 2025-04-23 07:30:00,2025-04-22 07:30,2025-04-23 07:29,1480,798354,799834,798354,1416
machine3,"April 23, 2025",2025-04-23 07:30:00 - 2025-04-24 07:30:00,2025-04-23 07:30,2025-04-24 07:29,1998,799834,801832,799835,1409
machine3,"April 24, 2025",2025-04-24 07:30:00 - 2025-04-25 07:30:00,2025-04-24 07:30,2025-04-25 07:29,1962,801832,803794,801834,1416
machine3,"April 25, 2025",2025-04-25 07:30:00 - 2025-04-26 07:30:00,2025-04-25 07:30,2025-04-26 07:29,2051,803794,805845,803796,1416
machine3,"April 26, 2025",2025-04-26 07:30:00 - 2025-04-27 07:30:00,2025-04-26 07:30,2025-04-27 07:29,2076,805845,807921,805846,1416
machine3,"April 27, 2025",2025-04-27 07:30:00 - 2025-04-28 07:30:00,2025-04-27 07:30,2025-04-28 07:29,1915,807921,809836,807923,1416
machine3,"April 28, 2025",2025-04-28 07:30:00 - 2025-04-29 07:30:00,2025-04-28 07:30,2025-04-29 07:29,1643,809836,811479,809837,1417
machine3,"April 29, 2025",2025-04-29 07:30:00 - 2025-04-30 07:30:00,2025-04-29 07:30,2025-04-30 07:29,2008,811479,813487,811480,1413
machine3,"April 30, 2025",2025-04-30 07:30:00 - 2025-05-01 07:30:00,2025-04-30 07:30,2025-05-01 07:29,2003,813487,815490,813489,1415
machine3,"May 1, 2025",2025-05-01 07:30:00 - 2025-05-02 07:30:00,2025-05-01 07:30,2025-05-02 07:29,2024,815490,817514,815491,1416
machine3,"May 2, 2025",2025-05-02 07:30:00 - 2025-05-03 07:30:00,2025-05-02 07:30,2025-05-03 07:29,2013,817514,819527,817516,1416
machine3,"May 3, 2025",2025-05-03 07:30:00 - 2025-05-04 07:30:00,2025-05-03 07:30,2025-05-04 07:29,1879,819527,821406,819528,1417
machine3,"May 4, 2025",2025-05-04 07:30:00 - 2025-05-05 07:30:00,2025-05-04 07:30,2025-05-05 07:29,1425,821406,822831,821407,1412
machine3,"May 5, 2025",2025-05-05 07:30:00 - 2025-05-06 07:30:00,2025-05-05 07:30,2025-05-06 07:29,1931,822831,824762,822831,1416
machine3,"May 6, 2025",2025-05-06 07:30:00 - 2025-05-07 07:30:00,2025-05-06 07:30,2025-05-07 07:29,1647,824762,826409,824764,1415
machine3,"May 7, 2025",2025-05-07 07:30:00 - 2025-05-08 07:30:00,2025-05-07 07:30,2025-05-08 07:29,438,826409,826847,826411,1416
machine3,"May 8, 2025",2025-05-08 07:30:00 - 2025-05-09 07:30:00,2025-05-08 07:30,2025-05-09 07:29,57,826847,826904,826847,1417
machine3,"May 9, 2025",2025-05-09 07:30:00 - 2025-05-10 07:30:00,2025-05-09 07:30,2025-05-10 07:29,56,826904,826960,826904,1416
machine3,"May 10, 2025",2025-05-10 07:30:00 - 2025-05-11 07:30:00,2025-05-10 07:30,2025-05-11 07:29,1285,826960,828245,826960,1416
machine3,"May 11, 2025",2025-05-11 07:30:00 - 2025-05-12 07:30:00,2025-05-11 07:30,2025-05-12 07:29,1660,828245,829905,828246,1414
machine3,"May 12, 2025",2025-05-12 07:30:00 - 2025-05-13 07:30:00,2025-05-12 07:30,2025-05-13 07:29,1913,829905,831818,829906,1416
machine3,"May 13, 2025",2025-05-13 07:30:00 - 2025-05-14 07:30:00,2025-05-13 07:30,2025-05-14 07:28,1554,831818,833372,831819,1416
machine3,"May 14, 2025",2025-05-14 07:30:00 - 2025-05-15 07:30:00,2025-05-14 07:30,2025-05-15 07:29,1353,833372,834725,833372,1416
machine3,"May 15, 2025",2025-05-15 07:30:00 - 2025-05-16 07:30:00,2025-05-15 07:30,2025-05-16 07:29,1313,834725,836038,834726,1416
machine3,"May 16, 2025",2025-05-16 07:30:00 - 2025-05-17 07:30:00,2025-05-16 07:30,2025-05-17 07:29,1917,836038,837955,836040,1416
machine3,"May 17, 2025",2025-05-17 07:30:00 - 2025-05-18 07:30:00,2025-05-17 07:30,2025-05-18 07:29,1307,837955,839262,837956,1416
machine3,"May 18, 2025",2025-05-18 07:30:00 - 2025-05-19 07:30:00,2025-05-18 07:30,2025-05-19 07:29,912,839262,840174,839263,1416
machine3,"May 19, 2025",2025-05-19 07:30:00 - 2025-05-20 07:30:00,2025-05-19 07:30,2025-05-20 07:29,1755,840174,841929,840175,1416
machine3,"May 20, 2025",2025-05-20 07:30:00 - 2025-05-21 07:30:00,2025-05-20 07:31,2025-05-21 07:29,1748,841929,843677,841929,1416
machine3,"May 21, 2025",2025-05-21 07:30:00 - 2025-05-22 07:30:00,2025-05-21 07:30,2025-05-22 07:28,1609,843677,845286,843678,1412
machine3,"May 22, 2025",2025-05-22 07:30:00 - 2025-05-23 07:30:00,2025-05-22 07:30,2025-05-23 07:29,1666,845286,846952,845287,1417
machine3,"May 23, 2025",2025-05-23 07:30:00 - 2025-05-24 07:30:00,2025-05-23 07:30,2025-05-24 07:29,973,846952,847925,846953,1415
machine3,"May 24, 2025",2025-05-24 07:30:00 - 2025-05-25 07:30:00,2025-05-24 07:30,2025-05-25 07:29,1661,847925,849586,847927,1415
machine3,"May 25, 2025",2025-05-25 07:30:00 - 2025-05-26 07:30:00,2025-05-25 07:30,2025-05-26 07:29,1009,849586,850595,849587,1417
machine3,"May 26, 2025",2025-05-26 07:30:00 - 2025-05-27 07:30:00,2025-05-26 07:30,2025-05-27 07:29,1823,850595,852418,850595,1415
machine3,"May 27, 2025",2025-05-27 07:30:00 - 2025-05-28 07:30:00,2025-05-27 07:30,2025-05-28 07:29,2017,852418,854435,852419,1413
machine3,"May 28, 2025",2025-05-28 07:30:00 - 2025-05-29 07:30:00,2025-05-28 07:30,2025-05-29 07:29,1790,854435,856225,854437,1381
machine3,"May 29, 2025",2025-05-29 07:30:00 - 2025-05-30 07:30:00,2025-05-29 07:30,2025-05-30 00:13,1403,856225,857628,856227,984
machine3,"June 1, 2025",2025-06-01 07:30:00 - 2025-06-02 07:30:00,2025-06-01 08:16,2025-06-02 07:29,5300,857628,862928,861225,1531
machine3,"June 2, 2025",2025-06-02 07:30:00 - 2025-06-03 07:30:00,2025-06-02 07:30,2025-06-03 07:29,2016,862928,864944,862929,1413
machine3,"June 3, 2025",2025-06-03 07:30:00 - 2025-06-04 07:30:00,2025-06-03 07:30,2025-06-04 07:29,1849,864944,866793,864946,1416
machine3,"June 4, 2025",2025-06-04 07:30:00 - 2025-06-05 07:30:00,2025-06-04 07:30,2025-06-05 07:29,1708,866793,868501,866793,1409
machine3,"June 5, 2025",2025-06-05 07:30:00 - 2025-06-06 07:30:00,2025-06-05 07:31,2025-06-06 07:29,1539,868501,870040,868501,1416
machine3,"June 6, 2025",2025-06-06 07:30:00 - 2025-06-07 07:30:00,2025-06-06 07:30,2025-06-07 07:29,1618,870040,871658,870041,1415
machine3,"June 7, 2025",2025-06-07 07:30:00 - 2025-06-08 07:30:00,2025-06-07 07:30,2025-06-08 07:29,1633,871658,873291,871659,1412
machine3,"June 8, 2025",2025-06-08 07:30:00 - 2025-06-09 07:30:00,2025-06-08 07:30,2025-06-09 05:28,1374,873291,874665,873293,1298
