device_name,start_date_time,end_date_time,actual_start_time,actual_end_time,time_slot,date,production_output,start_counter_value,end_counter_value,readings_count,reset_count,pre_reset_sum
Machine2,2025-03-04 17:30,2025-03-04 18:30,2025-03-04 17:30,2025-03-04 18:29,17:30-18:30,"March 4, 2025",690.20,17040474.28,17041164.48,59,0,0
Machine2,2025-03-04 18:30,2025-03-04 19:30,2025-03-04 18:30,2025-03-04 19:29,18:30-19:30,"March 4, 2025",843.20,17041181.48,17042024.68,59,0,0
Machine2,2025-03-05 07:30,2025-03-05 08:30,2025-03-05 07:30,2025-03-05 08:28,07:30-08:30,"March 5, 2025",775.20,17055043.96,17055819.16,59,0,0
Machine2,2025-03-05 08:30,2025-03-05 09:30,2025-03-05 08:30,2025-03-05 09:29,08:30-09:30,"March 5, 2025",580.72,17055831.40,17056412.12,60,0,0
Machine2,2025-03-05 09:30,2025-03-05 10:30,2025-03-05 09:31,2025-03-05 10:29,09:30-10:30,"March 5, 2025",110.16,17056412.12,17056522.28,54,0,0
Machine2,2025-03-05 10:30,2025-03-05 11:30,2025-03-05 10:31,2025-03-05 11:29,10:30-11:30,"March 5, 2025",618.80,17056522.28,17057141.08,59,0,0
Machine2,2025-03-05 11:30,2025-03-05 12:30,2025-03-05 11:30,2025-03-05 12:29,11:30-12:30,"March 5, 2025",346.80,17057157.40,17057504.20,59,0,0
Machine2,2025-03-05 12:30,2025-03-05 13:30,2025-03-05 12:30,2025-03-05 13:29,12:30-13:30,"March 5, 2025",1220.60,17057526.64,17058747.24,59,0,0
Machine2,2025-03-05 13:30,2025-03-05 14:30,2025-03-05 13:30,2025-03-05 14:29,13:30-14:30,"March 5, 2025",580.72,17058769.00,17059349.72,59,0,0
Machine2,2025-03-05 14:30,2025-03-05 15:30,2025-03-05 14:30,2025-03-05 15:29,14:30-15:30,"March 5, 2025",770.44,17059358.56,17060129.00,59,0,0
Machine2,2025-03-05 15:30,2025-03-05 16:30,2025-03-05 15:30,2025-03-05 16:29,15:30-16:30,"March 5, 2025",603.84,17060154.16,17060758.00,59,0,0
Machine2,2025-03-05 16:30,2025-03-05 17:30,2025-03-05 16:30,2025-03-05 17:29,16:30-17:30,"March 5, 2025",435.20,17060758.00,17061193.20,59,0,0
Machine2,2025-03-05 17:30,2025-03-05 18:30,2025-03-05 17:30,2025-03-05 18:29,17:30-18:30,"March 5, 2025",890.12,17061205.44,17062095.56,59,0,0
Machine2,2025-03-05 18:30,2025-03-05 19:30,2025-03-05 18:30,2025-03-05 19:29,18:30-19:30,"March 5, 2025",743.24,17062111.88,17062855.12,59,0,0
Machine2,2025-03-06 07:30,2025-03-06 08:30,2025-03-06 07:30,2025-03-06 08:29,07:30-08:30,"March 6, 2025",463.08,17077841.64,17078304.72,59,0,0
Machine2,2025-03-06 08:30,2025-03-06 09:30,2025-03-06 08:30,2025-03-06 09:29,08:30-09:30,"March 6, 2025",5.44,17078304.72,17078310.16,57,0,0
Machine2,2025-03-06 09:30,2025-03-06 10:30,2025-03-06 09:30,2025-03-06 10:29,09:30-10:30,"March 6, 2025",0.00,17078310.16,17078310.16,59,0,0
Machine2,2025-03-06 10:30,2025-03-06 11:30,2025-03-06 10:30,2025-03-06 11:29,10:30-11:30,"March 6, 2025",0.00,17078310.16,17078310.16,59,0,0
Machine2,2025-03-06 11:30,2025-03-06 12:30,2025-03-06 11:30,2025-03-06 12:29,11:30-12:30,"March 6, 2025",0.00,17078310.16,17078310.16,59,0,0
Machine2,2025-03-06 12:30,2025-03-06 13:30,2025-03-06 12:30,2025-03-06 13:29,12:30-13:30,"March 6, 2025",0.00,17078310.16,17078310.16,59,0,0
Machine2,2025-03-06 13:30,2025-03-06 14:30,2025-03-06 13:30,2025-03-06 14:29,13:30-14:30,"March 6, 2025",0.00,17078310.16,17078310.16,59,0,0
Machine2,2025-03-06 14:30,2025-03-06 15:30,2025-03-06 14:30,2025-03-06 15:29,14:30-15:30,"March 6, 2025",0.00,17078310.16,17078310.16,59,0,0
Machine2,2025-03-06 15:30,2025-03-06 16:30,2025-03-06 15:30,2025-03-06 16:29,15:30-16:30,"March 6, 2025",19.72,17078310.16,17078329.88,59,0,0
Machine2,2025-03-06 16:30,2025-03-06 17:30,2025-03-06 16:30,2025-03-06 17:29,16:30-17:30,"March 6, 2025",107.44,17078329.88,17078437.32,59,0,0
Machine2,2025-03-06 17:30,2025-03-06 18:30,2025-03-06 17:30,2025-03-06 18:29,17:30-18:30,"March 6, 2025",930.24,17078437.32,17079367.56,59,0,0
Machine2,2025-03-06 18:30,2025-03-06 19:30,2025-03-06 18:30,2025-03-06 19:29,18:30-19:30,"March 6, 2025",758.20,17079399.52,17080157.72,59,0,0
Machine2,2025-03-07 07:30,2025-03-07 08:30,2025-03-07 07:30,2025-03-07 08:29,07:30-08:30,"March 7, 2025",27.88,17087481.32,17087509.20,59,0,0
Machine2,2025-03-07 08:30,2025-03-07 09:30,2025-03-07 08:30,2025-03-07 09:29,08:30-09:30,"March 7, 2025",541.96,17087511.24,17088053.20,59,0,0
Machine2,2025-03-07 09:30,2025-03-07 10:30,2025-03-07 09:30,2025-03-07 10:29,09:30-10:30,"March 7, 2025",388.96,17088078.36,17088467.32,59,0,0
Machine2,2025-03-07 10:30,2025-03-07 11:30,2025-03-07 10:30,2025-03-07 11:29,10:30-11:30,"March 7, 2025",22.44,17088467.32,17088489.76,59,0,0
Machine2,2025-03-07 11:30,2025-03-07 12:30,2025-03-07 11:30,2025-03-07 12:29,11:30-12:30,"March 7, 2025",57.12,17088489.76,17088546.88,59,0,0
Machine2,2025-03-07 12:30,2025-03-07 13:30,2025-03-07 12:30,2025-03-07 13:29,12:30-13:30,"March 7, 2025",56.44,17088546.88,17088603.32,59,0,0
Machine2,2025-03-07 13:30,2025-03-07 14:30,2025-03-07 13:30,2025-03-07 14:29,13:30-14:30,"March 7, 2025",289.00,17088609.44,17088898.44,59,0,0
Machine2,2025-03-07 14:30,2025-03-07 15:30,2025-03-07 14:30,2025-03-07 15:29,14:30-15:30,"March 7, 2025",368.56,17088900.48,17089269.04,59,0,0
Machine2,2025-03-07 15:30,2025-03-07 16:30,2025-03-07 15:30,2025-03-07 16:29,15:30-16:30,"March 7, 2025",828.24,17089269.04,17090097.28,59,0,0
Machine2,2025-03-07 16:30,2025-03-07 17:30,2025-03-07 16:30,2025-03-07 17:29,16:30-17:30,"March 7, 2025",512.72,17090108.84,17090621.56,59,0,0
Machine2,2025-03-07 17:30,2025-03-07 18:30,2025-03-07 17:30,2025-03-07 18:29,17:30-18:30,"March 7, 2025",703.80,17090634.48,17091338.28,59,0,0
Machine2,2025-03-07 18:30,2025-03-07 19:30,2025-03-07 18:30,2025-03-07 19:29,18:30-19:30,"March 7, 2025",862.24,17091355.28,17092217.52,59,0,0
Machine2,2025-03-08 07:30,2025-03-08 08:30,2025-03-08 07:30,2025-03-08 08:29,07:30-08:30,"March 8, 2025",45.56,17101583.16,17101628.72,59,0,0
Machine2,2025-03-08 08:30,2025-03-08 09:30,2025-03-08 08:30,2025-03-08 09:29,08:30-09:30,"March 8, 2025",717.40,17101628.72,17102346.12,57,0,0
Machine2,2025-03-08 09:30,2025-03-08 10:30,2025-03-08 09:30,2025-03-08 10:29,09:30-10:30,"March 8, 2025",979.88,17102366.52,17103346.40,59,0,0
Machine2,2025-03-08 10:30,2025-03-08 11:30,2025-03-08 10:30,2025-03-08 11:29,10:30-11:30,"March 8, 2025",1046.52,17103346.40,17104392.92,59,0,0
Machine2,2025-03-08 11:30,2025-03-08 12:30,2025-03-08 11:30,2025-03-08 12:29,11:30-12:30,"March 8, 2025",818.04,17104415.36,17105233.40,59,0,0
Machine2,2025-03-08 12:30,2025-03-08 13:30,2025-03-08 12:30,2025-03-08 13:29,12:30-13:30,"March 8, 2025",903.72,17105248.36,17106152.08,59,0,0
Machine2,2025-03-08 13:30,2025-03-08 14:30,2025-03-08 13:30,2025-03-08 14:29,13:30-14:30,"March 8, 2025",641.92,17106152.08,17106794.00,59,0,0
Machine2,2025-03-08 14:30,2025-03-08 15:30,2025-03-08 14:30,2025-03-08 15:29,14:30-15:30,"March 8, 2025",1151.92,17106816.44,17107968.36,59,0,0
Machine2,2025-03-08 15:30,2025-03-08 16:30,2025-03-08 15:30,2025-03-08 16:29,15:30-16:30,"March 8, 2025",303.28,17107989.44,17108292.72,59,0,0
Machine2,2025-03-08 16:30,2025-03-08 17:30,2025-03-08 16:30,2025-03-08 17:29,16:30-17:30,"March 8, 2025",197.88,17108292.72,17108490.60,59,0,0
Machine2,2025-03-08 17:30,2025-03-08 18:30,2025-03-08 17:30,2025-03-08 18:29,17:30-18:30,"March 8, 2025",265.20,17108490.60,17108755.80,59,0,0
Machine2,2025-03-08 18:30,2025-03-08 19:30,2025-03-08 18:30,2025-03-08 19:29,18:30-19:30,"March 8, 2025",619.48,17108770.08,17109389.56,59,0,0
Machine2,2025-03-09 07:30,2025-03-09 08:30,2025-03-09 07:30,2025-03-09 08:29,07:30-08:30,"March 9, 2025",1880.20,17115893.08,17117773.28,59,0,0
Machine2,2025-03-09 08:30,2025-03-09 09:30,2025-03-09 08:30,2025-03-09 09:29,08:30-09:30,"March 9, 2025",783.36,17117805.92,17118589.28,59,0,0
Machine2,2025-03-09 09:30,2025-03-09 10:30,2025-03-09 09:30,2025-03-09 10:29,09:30-10:30,"March 9, 2025",1310.36,17118613.08,17119923.44,59,0,0
Machine2,2025-03-09 10:30,2025-03-09 11:30,2025-03-09 10:30,2025-03-09 11:29,10:30-11:30,"March 9, 2025",549.44,17119945.88,17120495.32,59,0,0
Machine2,2025-03-09 11:30,2025-03-09 12:30,2025-03-09 11:30,2025-03-09 12:29,11:30-12:30,"March 9, 2025",810.56,17120508.92,17121319.48,59,0,0
Machine2,2025-03-09 12:30,2025-03-09 13:30,2025-03-09 12:30,2025-03-09 13:29,12:30-13:30,"March 9, 2025",970.36,17121337.16,17122307.52,59,0,0
Machine2,2025-03-09 13:30,2025-03-09 14:30,2025-03-09 13:30,2025-03-09 14:29,13:30-14:30,"March 9, 2025",1016.60,17122324.52,17123341.12,59,0,0
Machine2,2025-03-09 14:30,2025-03-09 15:30,2025-03-09 14:30,2025-03-09 15:29,14:30-15:30,"March 9, 2025",1000.28,17123357.44,17124357.72,59,0,0
Machine2,2025-03-09 15:30,2025-03-09 16:30,2025-03-09 15:30,2025-03-09 16:29,15:30-16:30,"March 9, 2025",441.32,17124374.04,17124815.36,59,0,0
Machine2,2025-03-09 16:30,2025-03-09 17:30,2025-03-09 16:30,2025-03-09 17:29,16:30-17:30,"March 9, 2025",507.96,17124815.36,17125323.32,58,0,0
Machine2,2025-03-09 17:30,2025-03-09 18:30,2025-03-09 17:30,2025-03-09 18:29,17:30-18:30,"March 9, 2025",775.20,17125335.56,17126110.76,58,0,0
Machine2,2025-03-09 18:30,2025-03-09 19:30,2025-03-09 18:30,2025-03-09 19:29,18:30-19:30,"March 9, 2025",554.88,17126127.08,17126681.96,59,0,0
Machine2,2025-03-10 07:30,2025-03-10 08:30,2025-03-10 07:30,2025-03-10 08:29,07:30-08:30,"March 10, 2025",316.88,17135737.52,17136054.40,57,0,0
Machine2,2025-03-10 08:30,2025-03-10 09:30,2025-03-10 08:30,2025-03-10 09:29,08:30-09:30,"March 10, 2025",533.12,17136074.12,17136607.24,59,0,0
Machine2,2025-03-10 09:30,2025-03-10 10:30,2025-03-10 09:30,2025-03-10 10:28,09:30-10:30,"March 10, 2025",1277.72,17136607.24,17137884.96,59,0,0
Machine2,2025-03-10 10:30,2025-03-10 11:30,2025-03-10 10:30,2025-03-10 11:29,10:30-11:30,"March 10, 2025",1042.44,17137905.36,17138947.80,59,0,0
Machine2,2025-03-10 11:30,2025-03-10 12:30,2025-03-10 11:30,2025-03-10 12:28,11:30-12:30,"March 10, 2025",696.32,17138967.52,17139663.84,59,0,0
Machine2,2025-03-10 12:30,2025-03-10 13:30,2025-03-10 12:30,2025-03-10 13:29,12:30-13:30,"March 10, 2025",1360.68,17139687.64,17141048.32,60,0,0
Machine2,2025-03-10 13:30,2025-03-10 14:30,2025-03-10 13:31,2025-03-10 14:29,13:30-14:30,"March 10, 2025",771.80,17141070.76,17141842.56,59,0,0
Machine2,2025-03-10 14:30,2025-03-10 15:30,2025-03-10 14:31,2025-03-10 15:29,14:30-15:30,"March 10, 2025",1059.44,17141860.92,17142920.36,59,0,0
Machine2,2025-03-10 15:30,2025-03-10 16:30,2025-03-10 15:31,2025-03-10 16:29,15:30-16:30,"March 10, 2025",641.92,17142939.40,17143581.32,59,0,0
Machine2,2025-03-10 16:30,2025-03-10 17:30,2025-03-10 16:30,2025-03-10 17:29,16:30-17:30,"March 10, 2025",331.16,17143581.32,17143912.48,59,0,0
Machine2,2025-03-10 17:30,2025-03-10 18:30,2025-03-10 17:30,2025-03-10 18:29,17:30-18:30,"March 10, 2025",388.28,17143918.60,17144306.88,59,0,0
Machine2,2025-03-10 18:30,2025-03-10 19:30,2025-03-10 18:30,2025-03-10 19:29,18:30-19:30,"March 10, 2025",823.48,17144306.88,17145130.36,59,0,0
Machine2,2025-03-11 07:30,2025-03-11 08:30,2025-03-11 07:30,2025-03-11 08:29,07:30-08:30,"March 11, 2025",777.24,17156762.44,17157539.68,59,0,0
Machine2,2025-03-11 08:30,2025-03-11 09:30,2025-03-11 08:30,2025-03-11 09:29,08:30-09:30,"March 11, 2025",1028.84,17157555.32,17158584.16,59,0,0
Machine2,2025-03-11 09:30,2025-03-11 10:30,2025-03-11 09:30,2025-03-11 10:29,09:30-10:30,"March 11, 2025",1340.96,17158584.84,17159925.80,59,0,0
Machine2,2025-03-11 10:30,2025-03-11 11:30,2025-03-11 10:30,2025-03-11 11:29,10:30-11:30,"March 11, 2025",1336.88,17159948.24,17161285.12,59,0,0
Machine2,2025-03-11 11:30,2025-03-11 12:30,2025-03-11 11:30,2025-03-11 12:29,11:30-12:30,"March 11, 2025",1279.76,17161305.52,17162585.28,59,0,0
Machine2,2025-03-11 12:30,2025-03-11 13:30,2025-03-11 12:30,2025-03-11 13:29,12:30-13:30,"March 11, 2025",935.68,17162609.76,17163545.44,59,0,0
Machine2,2025-03-11 13:30,2025-03-11 14:30,2025-03-11 13:30,2025-03-11 14:29,13:30-14:30,"March 11, 2025",651.44,17163545.44,17164196.88,59,0,0
Machine2,2025-03-11 14:30,2025-03-11 15:30,2025-03-11 14:30,2025-03-11 15:29,14:30-15:30,"March 11, 2025",1063.52,17164221.36,17165284.88,59,0,0
Machine2,2025-03-11 15:30,2025-03-11 16:30,2025-03-11 15:30,2025-03-11 16:29,15:30-16:30,"March 11, 2025",614.04,17165303.24,17165917.28,59,0,0
Machine2,2025-03-11 16:30,2025-03-11 17:30,2025-03-11 16:30,2025-03-11 17:29,16:30-17:30,"March 11, 2025",273.36,17165917.28,17166190.64,58,0,0
Machine2,2025-03-11 17:30,2025-03-11 18:30,2025-03-11 17:30,2025-03-11 18:29,17:30-18:30,"March 11, 2025",852.72,17166205.60,17167058.32,58,0,0
Machine2,2025-03-11 18:30,2025-03-11 19:30,2025-03-11 18:30,2025-03-11 19:29,18:30-19:30,"March 11, 2025",728.96,17167086.88,17167815.84,59,0,0
Machine2,2025-03-12 07:30,2025-03-12 08:30,2025-03-12 07:30,2025-03-12 08:29,07:30-08:30,"March 12, 2025",174.08,17172095.08,17172269.16,59,0,0
Machine2,2025-03-12 08:30,2025-03-12 09:30,2025-03-12 08:30,2025-03-12 09:29,08:30-09:30,"March 12, 2025",592.28,17172286.84,17172879.12,59,0,0
Machine2,2025-03-12 09:30,2025-03-12 10:30,2025-03-12 09:30,2025-03-12 10:29,09:30-10:30,"March 12, 2025",617.44,17172879.12,17173496.56,59,0,0
Machine2,2025-03-12 10:30,2025-03-12 11:30,2025-03-12 10:30,2025-03-12 11:29,10:30-11:30,"March 12, 2025",724.20,17173510.16,17174234.36,58,0,0
Machine2,2025-03-12 11:30,2025-03-12 12:30,2025-03-12 11:30,2025-03-12 12:29,11:30-12:30,"March 12, 2025",133.28,17174248.64,17174381.92,59,0,0
Machine2,2025-03-12 12:30,2025-03-12 13:30,2025-03-12 12:30,2025-03-12 13:29,12:30-13:30,"March 12, 2025",48.28,17174381.92,17174430.20,59,0,0
Machine2,2025-03-12 13:30,2025-03-12 14:30,2025-03-12 13:30,2025-03-12 14:29,13:30-14:30,"March 12, 2025",771.80,17174430.20,17175202.00,59,0,0
Machine2,2025-03-12 14:30,2025-03-12 15:30,2025-03-12 14:30,2025-03-12 15:29,14:30-15:30,"March 12, 2025",529.72,17175218.32,17175748.04,59,0,0
Machine2,2025-03-12 15:30,2025-03-12 16:30,2025-03-12 15:30,2025-03-12 16:29,15:30-16:30,"March 12, 2025",446.76,17175759.60,17176206.36,59,0,0
Machine2,2025-03-12 16:30,2025-03-12 17:30,2025-03-12 16:30,2025-03-12 17:29,16:30-17:30,"March 12, 2025",436.56,17176206.36,17176642.92,59,0,0
Machine2,2025-03-12 17:30,2025-03-12 18:30,2025-03-12 17:30,2025-03-12 18:29,17:30-18:30,"March 12, 2025",707.88,17176661.28,17177369.16,59,0,0
Machine2,2025-03-12 18:30,2025-03-12 19:30,2025-03-12 18:30,2025-03-12 19:29,18:30-19:30,"March 12, 2025",1672.12,17177372.56,17179044.68,59,0,0
Machine2,2025-03-13 07:30,2025-03-13 08:30,2025-03-13 07:30,2025-03-13 08:29,07:30-08:30,"March 13, 2025",14.96,17198976.16,17198991.12,59,0,0
Machine2,2025-03-13 08:30,2025-03-13 09:30,2025-03-13 08:30,2025-03-13 09:29,08:30-09:30,"March 13, 2025",655.52,17198997.92,17199653.44,58,0,0
Machine2,2025-03-13 09:30,2025-03-13 10:30,2025-03-13 09:30,2025-03-13 10:29,09:30-10:30,"March 13, 2025",597.72,17199653.44,17200251.16,59,0,0
Machine2,2025-03-13 10:30,2025-03-13 11:30,2025-03-13 10:30,2025-03-13 11:29,10:30-11:30,"March 13, 2025",192.44,17200253.88,17200446.32,59,0,0
Machine2,2025-03-13 11:30,2025-03-13 12:30,2025-03-13 11:30,2025-03-13 12:29,11:30-12:30,"March 13, 2025",584.12,17200446.32,17201030.44,60,0,0
Machine2,2025-03-13 12:30,2025-03-13 13:30,2025-03-13 12:31,2025-03-13 13:29,12:30-13:30,"March 13, 2025",653.48,17201030.44,17201683.92,59,0,0
Machine2,2025-03-13 13:30,2025-03-13 14:30,2025-03-13 13:30,2025-03-13 14:29,13:30-14:30,"March 13, 2025",603.16,17201705.68,17202308.84,59,0,0
Machine2,2025-03-13 14:30,2025-03-13 15:30,2025-03-13 14:30,2025-03-13 15:29,14:30-15:30,"March 13, 2025",1069.64,17202327.88,17203397.52,59,0,0
Machine2,2025-03-13 15:30,2025-03-13 16:30,2025-03-13 15:30,2025-03-13 16:29,15:30-16:30,"March 13, 2025",686.12,17203415.88,17204102.00,59,0,0
Machine2,2025-03-13 16:30,2025-03-13 17:30,2025-03-13 16:30,2025-03-13 17:29,16:30-17:30,"March 13, 2025",326.40,17204102.00,17204428.40,59,0,0
Machine2,2025-03-13 17:30,2025-03-13 18:30,2025-03-13 17:30,2025-03-13 18:29,17:30-18:30,"March 13, 2025",632.40,17204446.76,17205079.16,59,0,0
Machine2,2025-03-13 18:30,2025-03-13 19:30,2025-03-13 18:30,2025-03-13 19:29,18:30-19:30,"March 13, 2025",1066.24,17205092.08,17206158.32,59,0,0
Machine2,2025-03-14 07:30,2025-03-14 08:30,2025-03-14 07:30,2025-03-14 08:29,07:30-08:30,"March 14, 2025",350.20,17216790.12,17217140.32,59,0,0
