device_name,start_date_time,end_date_time,actual_start_time,actual_end_time,on_time_seconds,off_time_seconds,total_window_time_seconds,efficiency,has_gap_more_than_2_minutes
Machine1,2025-03-17 07:30,2025-03-18 07:30,2025-03-17 07:30,2025-03-18 07:29,40562,45862,86400,46.95,FALSE
Machine1,2025-03-18 07:30,2025-03-19 07:30,2025-03-18 07:30,2025-03-19 07:29,59654,26723,86400,69.04,FALSE
Machine1,2025-03-19 07:30,2025-03-20 07:30,2025-03-19 07:30,2025-03-20 07:29,75404,10976,86400,87.27,FALSE
Machine1,2025-03-20 07:30,2025-03-21 07:30,2025-03-20 07:30,2025-03-21 07:29,73015,13426,86400,84.51,FALSE
Machine1,2025-03-21 07:30,2025-03-22 07:30,2025-03-21 07:30,2025-03-22 07:29,80537,5841,86400,93.21,FALSE
Machine1,2025-03-22 07:30,2025-03-23 07:30,2025-03-22 07:30,2025-03-23 07:29,77430,8954,86400,89.62,FALSE
Machine1,2025-03-23 07:30,2025-03-24 07:30,2025-03-23 07:30,2025-03-24 07:29,80944,5487,86400,93.69,FALSE
Machine1,2025-03-24 07:30,2025-03-25 07:30,2025-03-24 07:30,2025-03-25 07:29,75341,11039,86400,87.2,FALSE
Machine1,2025-03-25 07:30,2025-03-26 07:30,2025-03-25 07:30,2025-03-26 07:29,75468,10930,86400,87.35,FALSE
Machine1,2025-03-26 07:30,2025-03-27 07:30,2025-03-26 07:30,2025-03-27 07:29,72027,14390,86400,83.36,FALSE
Machine1,2025-03-27 07:30,2025-03-28 07:30,2025-03-27 07:30,2025-03-28 07:29,76862,9518,86400,88.96,FALSE
Machine1,2025-03-28 07:30,2025-03-29 07:30,2025-03-28 07:30,2025-03-29 07:29,76318,10122,86400,88.33,FALSE
Machine1,2025-03-29 07:30,2025-03-30 07:30,2025-03-29 07:30,2025-03-30 07:29,72041,14342,86400,83.38,FALSE
Machine1,2025-03-30 07:30,2025-03-31 07:30,2025-03-30 07:30,2025-03-31 07:29,61974,24404,86400,71.73,FALSE
Machine1,2025-03-31 07:30,2025-04-01 07:30,2025-03-31 07:30,2025-04-01 07:29,73935,12506,86400,85.57,FALSE
Machine1,2025-04-01 07:30,2025-04-02 07:30,2025-04-01 07:30,2025-04-02 07:29,72776,13606,86400,84.23,FALSE
Machine1,2025-04-02 07:30,2025-04-03 07:30,2025-04-02 07:30,2025-04-03 07:29,73080,13331,86400,84.58,FALSE
Machine1,2025-04-03 07:30,2025-04-04 07:30,2025-04-03 07:30,2025-04-04 07:29,76118,10276,86400,88.1,FALSE
Machine1,2025-04-04 07:30,2025-04-05 07:30,2025-04-04 07:30,2025-04-05 07:29,79968,6411,86400,92.56,FALSE
Machine1,2025-04-05 07:30,2025-04-06 07:30,2025-04-05 07:30,2025-04-06 07:28,72605,13775,86400,84.03,FALSE
Machine1,2025-04-06 07:30,2025-04-07 07:30,2025-04-06 07:30,2025-04-07 07:29,66184,20237,86400,76.6,FALSE
Machine1,2025-04-07 07:30,2025-04-08 07:30,2025-04-07 07:30,2025-04-08 07:29,73145,13235,86400,84.66,FALSE
Machine1,2025-04-08 07:30,2025-04-09 07:30,2025-04-08 07:30,2025-04-09 07:29,76434,10006,86400,88.47,FALSE
Machine1,2025-04-09 07:30,2025-04-10 07:30,2025-04-09 07:30,2025-04-10 07:29,74906,11476,86400,86.7,FALSE
Machine1,2025-04-10 07:30,2025-04-11 07:30,2025-04-10 07:30,2025-04-11 07:29,36962,49416,86400,42.78,FALSE
Machine1,2025-04-11 07:30,2025-04-12 07:30,2025-04-11 07:30,2025-04-12 07:29,0,86440,86400,0,FALSE
Machine1,2025-04-12 07:30,2025-04-13 07:30,2025-04-12 07:30,2025-04-13 07:29,0,86380,86400,0,FALSE
Machine1,2025-04-13 07:30,2025-04-14 07:30,2025-04-13 07:30,2025-04-14 07:29,0,86414,86400,0,FALSE
Machine1,2025-04-14 07:30,2025-04-15 07:30,2025-04-14 07:30,2025-04-15 07:29,0,86381,86400,0,FALSE
Machine1,2025-04-15 07:30,2025-04-16 07:30,2025-04-15 07:30,2025-04-16 07:29,0,86406,86400,0,FALSE
Machine1,2025-04-16 07:30,2025-04-17 07:30,2025-04-16 07:30,2025-04-17 07:29,0,86421,86400,0,FALSE
Machine1,2025-04-17 07:30,2025-04-18 07:30,2025-04-17 07:30,2025-04-18 07:29,0,86380,86400,0,FALSE
Machine1,2025-04-18 07:30,2025-04-19 07:30,2025-04-18 07:30,2025-04-19 07:29,0,86379,86400,0,FALSE
Machine1,2025-04-19 07:30,2025-04-20 07:30,2025-04-19 07:30,2025-04-20 07:29,0,86442,86400,0,FALSE
Machine1,2025-04-20 07:30,2025-04-21 07:30,2025-04-20 07:30,2025-04-21 07:29,0,86380,86400,0,FALSE
Machine1,2025-04-21 07:30,2025-04-22 07:30,2025-04-21 07:30,2025-04-22 07:29,18119,68260,86400,20.97,FALSE
Machine1,2025-04-22 07:30,2025-04-23 07:30,2025-04-22 07:30,2025-04-23 07:29,62183,24230,86400,71.97,FALSE
Machine1,2025-04-23 07:30,2025-04-24 07:30,2025-04-23 07:30,2025-04-24 07:29,74482,11946,86400,86.21,FALSE
Machine1,2025-04-24 07:30,2025-04-25 07:30,2025-04-24 07:30,2025-04-25 07:29,78915,7455,86400,91.34,FALSE
Machine1,2025-04-25 07:30,2025-04-26 07:30,2025-04-25 07:30,2025-04-26 07:29,81187,5241,86400,93.97,FALSE
Machine1,2025-04-26 07:30,2025-04-27 07:30,2025-04-26 07:30,2025-04-27 07:29,79486,6893,86400,92,FALSE
Machine1,2025-04-27 07:30,2025-04-28 07:30,2025-04-27 07:30,2025-04-28 07:29,41542,44864,86400,48.08,FALSE
Machine1,2025-04-28 07:30,2025-04-29 07:30,2025-04-28 07:30,2025-04-29 07:29,72237,14143,86400,83.61,FALSE
Machine1,2025-04-29 07:30,2025-04-30 07:30,2025-04-29 07:30,2025-04-30 07:29,74057,12366,86400,85.71,FALSE
Machine1,2025-04-30 07:30,2025-05-01 07:30,2025-04-30 07:30,2025-05-01 07:29,62858,23554,86400,72.75,FALSE
Machine1,2025-05-01 07:30,2025-05-02 07:30,2025-05-01 07:30,2025-05-02 07:29,38865,47522,86400,44.98,FALSE
Machine1,2025-05-02 07:30,2025-05-03 07:30,2025-05-02 07:30,2025-05-03 07:29,76676,9704,86400,88.75,FALSE
Machine1,2025-05-03 07:30,2025-05-04 07:30,2025-05-03 07:30,2025-05-04 07:29,76621,9821,86400,88.68,FALSE
Machine1,2025-05-04 07:30,2025-05-05 07:30,2025-05-04 07:30,2025-05-05 07:29,75042,11363,86400,86.85,FALSE
Machine1,2025-05-05 07:30,2025-05-06 07:30,2025-05-05 07:30,2025-05-06 07:29,71210,15158,86400,82.42,FALSE
Machine1,2025-05-06 07:30,2025-05-07 07:30,2025-05-06 07:30,2025-05-07 07:29,71363,15017,86400,82.6,FALSE
Machine1,2025-05-07 07:30,2025-05-08 07:30,2025-05-07 07:30,2025-05-08 07:29,69610,16831,86400,80.57,FALSE
Machine1,2025-05-08 07:30,2025-05-09 07:30,2025-05-08 07:30,2025-05-09 07:29,66811,19568,86400,77.33,FALSE
Machine1,2025-05-09 07:30,2025-05-10 07:30,2025-05-09 07:30,2025-05-10 07:29,77411,8970,86400,89.6,FALSE
Machine1,2025-05-10 07:30,2025-05-11 07:30,2025-05-10 07:30,2025-05-11 07:29,76092,10362,86400,88.07,FALSE
Machine1,2025-05-11 07:30,2025-05-12 07:30,2025-05-11 07:30,2025-05-12 07:29,78384,7974,86400,90.72,FALSE
Machine1,2025-05-12 07:30,2025-05-13 07:30,2025-05-12 07:30,2025-05-13 07:29,81440,4993,86400,94.26,FALSE
Machine1,2025-05-13 07:30,2025-05-14 07:30,2025-05-13 07:30,2025-05-14 07:29,75859,10521,86400,87.8,FALSE
Machine1,2025-05-14 07:30,2025-05-15 07:30,2025-05-14 07:30,2025-05-15 07:29,65215,21166,86400,75.48,FALSE
Machine1,2025-05-15 07:30,2025-05-16 07:30,2025-05-15 07:30,2025-05-16 07:29,33797,52617,86400,39.12,FALSE
Machine1,2025-05-16 07:30,2025-05-17 07:30,2025-05-16 07:30,2025-05-17 07:29,66666,19713,86400,77.16,FALSE
Machine1,2025-05-17 07:30,2025-05-18 07:30,2025-05-17 07:30,2025-05-18 07:29,71072,15370,86400,82.26,FALSE
Machine1,2025-05-18 07:30,2025-05-19 07:30,2025-05-18 07:30,2025-05-19 07:29,80030,6355,86400,92.63,FALSE
Machine1,2025-05-19 07:30,2025-05-20 07:30,2025-05-19 07:30,2025-05-20 07:29,81683,4690,86400,94.54,FALSE
Machine1,2025-05-20 07:30,2025-05-21 07:30,2025-05-20 07:30,2025-05-21 07:29,70952,15488,86400,82.12,FALSE
Machine1,2025-05-21 07:30,2025-05-22 07:30,2025-05-21 07:30,2025-05-22 07:29,69461,16944,86400,80.39,FALSE
Machine1,2025-05-22 07:30,2025-05-23 07:30,2025-05-22 07:30,2025-05-23 07:29,71498,14881,86400,82.75,FALSE
Machine1,2025-05-23 07:30,2025-05-24 07:30,2025-05-23 07:30,2025-05-24 07:29,79489,6892,86400,92,FALSE
Machine1,2025-05-24 07:30,2025-05-25 07:30,2025-05-24 07:30,2025-05-25 07:29,71609,14832,86400,82.88,FALSE
Machine1,2025-05-25 07:30,2025-05-26 07:30,2025-05-25 07:30,2025-05-26 07:29,76498,9881,86400,88.54,FALSE
Machine1,2025-05-26 07:30,2025-05-27 07:30,2025-05-26 07:30,2025-05-27 07:29,81378,5014,86400,94.19,FALSE
Machine1,2025-05-27 07:30,2025-05-28 07:30,2025-05-27 07:30,2025-05-28 07:29,80955,5465,86400,93.7,FALSE
Machine1,2025-05-28 07:30,2025-05-29 07:30,2025-05-28 07:30,2025-05-29 07:29,76600,9766,86400,88.66,FALSE
Machine1,2025-05-29 07:30,2025-05-30 07:30,2025-05-29 07:30,2025-05-30 07:29,41941,44503,86400,48.54,FALSE
Machine1,2025-05-30 07:30,2025-05-31 07:30,2025-05-30 07:30,2025-05-31 07:29,69053,17348,86400,79.92,FALSE
Machine1,2025-05-31 07:30,2025-06-01 07:30,2025-05-31 07:30,2025-06-01 07:29,75154,11226,86400,86.98,FALSE
Machine1,2025-06-01 07:30,2025-06-02 07:30,2025-06-01 07:30,2025-06-02 07:29,66986,19403,86400,77.53,FALSE
Machine1,2025-06-02 07:30,2025-06-03 07:30,2025-06-02 07:30,2025-06-03 07:29,75195,11231,86400,87.03,FALSE
Machine1,2025-06-03 07:30,2025-06-04 07:30,2025-06-03 07:30,2025-06-04 07:29,75758,10621,86400,87.68,FALSE
Machine1,2025-06-04 07:30,2025-06-05 07:30,2025-06-04 07:30,2025-06-05 07:29,67591,18823,86400,78.23,FALSE
Machine1,2025-06-05 07:30,2025-06-06 07:30,2025-06-05 07:30,2025-06-06 07:29,75387,10993,86400,87.25,FALSE
Machine1,2025-06-06 07:30,2025-06-07 07:30,2025-06-06 07:30,2025-06-07 07:29,68267,18116,86400,79.01,FALSE
Machine1,2025-06-07 07:30,2025-06-08 07:30,2025-06-07 07:30,2025-06-08 07:29,72906,13550,86400,84.38,FALSE
Machine1,2025-06-08 07:30,2025-06-09 07:30,2025-06-08 07:30,2025-06-09 05:29,67348,11835,86400,77.95,FALSE
Machine1,2025-06-09 07:30,2025-06-10 07:30,2025-06-09 07:30,2025-06-10 05:29,72235,14084,86400,83.61,FALSE
Machine1,2025-06-10 07:30,2025-06-11 07:30,2025-06-10 07:30,2025-06-11 05:29,48618,37786,86400,56.27,FALSE
Machine1,2025-06-11 07:30,2025-06-12 07:30,2025-06-11 07:30,2025-06-12 05:29,76681,9701,86400,88.75,FALSE
Machine1,2025-06-12 07:30,2025-06-13 07:30,2025-06-12 07:30,2025-06-13 05:29,76319,10059,86400,88.33,FALSE
Machine1,2025-06-13 07:30,2025-06-14 07:30,2025-06-13 07:30,2025-06-14 05:29,77473,8969,86400,89.67,FALSE
Machine1,2025-06-14 07:30,2025-06-15 07:30,2025-06-14 07:30,2025-06-15 05:29,66315,20058,86400,76.75,FALSE
Machine1,2025-06-15 07:30,2025-06-16 07:30,2025-06-15 07:30,2025-06-16 05:29,69235,17205,86400,80.13,FALSE
Machine1,2025-06-16 07:30,2025-06-17 07:30,2025-06-16 07:30,2025-06-17 05:29,76503,9855,86400,88.55,FALSE
Machine1,2025-06-17 07:30,2025-06-18 07:30,2025-06-17 07:30,2025-06-18 05:29,74785,11604,86400,86.56,FALSE
Machine1,2025-06-18 07:30,2025-06-19 07:30,2025-06-18 07:30,2025-06-19 05:29,68930,17512,86400,79.78,FALSE
Machine1,2025-06-19 07:30,2025-06-20 07:30,2025-06-19 07:30,2025-06-20 05:29,71547,14817,86400,82.81,FALSE
Machine1,2025-06-20 07:30,2025-06-21 07:30,2025-06-20 07:30,2025-06-21 05:29,69859,16535,86400,80.86,FALSE
Machine1,2025-06-21 07:30,2025-06-22 07:30,2025-06-21 07:30,2025-06-22 05:29,77907,8535,86400,90.17,FALSE
Machine1,2025-06-22 07:30,2025-06-23 07:30,2025-06-22 07:30,2025-06-23 05:29,57405,28976,86400,66.44,FALSE
Machine1,2025-06-23 07:30,2025-06-24 07:30,2025-06-23 07:30,2025-06-24 05:29,72895,13483,86400,84.37,FALSE
Machine1,2025-06-24 07:30,2025-06-25 07:30,2025-06-24 07:30,2025-06-25 05:29,78369,8049,86400,90.7,FALSE
Machine1,2025-06-25 07:30,2025-06-26 07:30,2025-06-25 07:30,2025-06-26 05:29,40562,45862,86400,46.95,FALSE
Machine1,2025-06-26 07:30,2025-06-27 07:30,2025-06-26 07:30,2025-06-27 05:29,59654,26723,86400,69.04,FALSE
Machine1,2025-06-27 07:30,2025-06-28 07:30,2025-06-27 07:30,2025-06-28 05:29,75404,10976,86400,87.27,FALSE
Machine1,2025-06-28 07:30,2025-06-29 07:30,2025-06-28 07:30,2025-06-29 05:29,73015,13426,86400,84.51,FALSE
Machine1,2025-06-29 07:30,2025-06-30 07:30,2025-06-29 07:30,2025-06-30 05:29,80537,5841,86400,93.21,FALSE
Machine1,2025-06-30 07:30,2025-07-01 07:30,2025-06-30 07:30,2025-07-01 05:29,77430,8954,86400,89.62,FALSE
Machine1,2025-07-01 07:30,2025-07-02 07:30,2025-07-01 07:30,2025-07-02 05:29,80944,5487,86400,93.69,FALSE
Machine1,2025-07-02 07:30,2025-07-03 07:30,2025-07-02 07:30,2025-07-03 05:29,75341,11039,86400,87.2,FALSE
Machine1,2025-07-03 07:30,2025-07-04 07:30,2025-07-03 07:30,2025-07-04 05:29,75468,10930,86400,87.35,FALSE
Machine1,2025-07-04 07:30,2025-07-05 07:30,2025-07-04 07:30,2025-07-05 05:29,72027,14390,86400,83.36,FALSE
Machine1,2025-07-05 07:30,2025-07-06 07:30,2025-07-05 07:30,2025-07-06 05:29,76862,9518,86400,88.96,FALSE
Machine1,2025-07-06 07:30,2025-07-07 07:30,2025-07-06 07:30,2025-07-07 05:29,76318,10122,86400,88.33,FALSE
Machine1,2025-07-07 07:30,2025-07-08 07:30,2025-07-07 07:30,2025-07-08 05:29,72041,14342,86400,83.38,FALSE
Machine1,2025-07-08 07:30,2025-07-09 07:30,2025-07-08 07:30,2025-07-09 05:29,61974,24404,86400,71.73,FALSE
Machine1,2025-07-09 07:30,2025-07-10 07:30,2025-07-09 07:30,2025-07-10 05:29,73935,12506,86400,85.57,FALSE
Machine1,2025-07-10 07:30,2025-07-11 07:30,2025-07-10 07:30,2025-07-11 05:29,72776,13606,86400,84.23,FALSE
Machine1,2025-07-11 07:30,2025-07-12 07:30,2025-07-11 07:30,2025-07-12 05:29,73080,13331,86400,84.58,FALSE
Machine1,2025-07-12 07:30,2025-07-13 07:30,2025-07-12 07:30,2025-07-13 05:29,76118,10276,86400,88.1,FALSE
Machine1,2025-07-13 07:30,2025-07-14 07:30,2025-07-13 07:30,2025-07-14 05:29,79968,6411,86400,92.56,FALSE
Machine1,2025-07-14 07:30,2025-07-15 07:30,2025-07-14 07:30,2025-07-15 05:29,72605,13775,86400,84.03,FALSE
Machine1,2025-07-15 07:30,2025-07-16 07:30,2025-07-15 07:30,2025-07-16 05:29,66184,20237,86400,76.6,FALSE
Machine1,2025-07-16 07:30,2025-07-17 07:30,2025-07-16 07:30,2025-07-17 05:29,73145,13235,86400,84.66,FALSE
Machine1,2025-07-17 07:30,2025-07-18 07:30,2025-07-17 07:30,2025-07-18 05:29,76434,10006,86400,88.47,FALSE
Machine1,2025-07-18 07:30,2025-07-19 07:30,2025-07-18 07:30,2025-07-19 05:29,74906,11476,86400,86.7,FALSE
Machine1,2025-07-19 07:30,2025-07-20 07:30,2025-07-19 07:30,2025-07-20 05:29,36962,49416,86400,42.78,FALSE
Machine1,2025-07-20 07:30,2025-07-21 07:30,2025-07-20 07:30,2025-07-21 05:29,67591,18823,86400,78.23,FALSE
Machine1,2025-07-21 07:30,2025-07-22 07:30,2025-07-21 07:30,2025-07-22 05:29,75387,10993,86400,87.25,FALSE
Machine1,2025-07-22 07:30,2025-07-23 07:30,2025-07-22 07:30,2025-07-23 05:29,68267,18116,86400,79.01,FALSE
Machine1,2025-07-23 07:30,2025-07-24 07:30,2025-07-23 07:30,2025-07-24 05:29,72906,13550,86400,84.38,FALSE
Machine1,2025-07-24 07:30,2025-07-25 07:30,2025-07-24 07:30,2025-07-25 05:29,67348,11835,86400,77.95,FALSE
Machine1,2025-07-25 07:30,2025-07-26 07:30,2025-07-25 07:30,2025-07-26 05:29,72235,14084,86400,83.61,FALSE
Machine1,2025-07-26 07:30,2025-07-27 07:30,2025-07-26 07:30,2025-07-27 05:29,48618,37786,86400,56.27,FALSE
Machine1,2025-07-27 07:30,2025-07-28 07:30,2025-07-27 07:30,2025-07-28 05:29,76681,9701,86400,88.75,FALSE
Machine1,2025-07-28 07:30,2025-07-29 07:30,2025-07-28 07:30,2025-07-29 05:29,76319,10059,86400,88.33,FALSE
Machine1,2025-07-29 07:30,2025-07-30 07:30,2025-07-29 07:30,2025-07-30 05:29,77473,8969,86400,89.67,FALSE
Machine1,2025-07-30 07:30,2025-07-31 07:30,2025-07-30 07:30,2025-07-31 05:29,18119,68260,86400,20.97,FALSE
Machine1,2025-07-31 07:30,2025-08-01 07:30,2025-07-31 07:30,2025-08-01 05:29,62183,24230,86400,71.97,FALSE
Machine1,2025-08-01 07:30,2025-08-02 07:30,2025-08-01 07:30,2025-08-02 05:29,74482,11946,86400,86.21,FALSE
Machine1,2025-08-02 07:30,2025-08-03 07:30,2025-08-02 07:30,2025-08-03 05:29,78915,7455,86400,91.34,FALSE
Machine1,2025-08-03 07:30,2025-08-04 07:30,2025-08-03 07:30,2025-08-04 05:29,81187,5241,86400,93.97,FALSE
Machine1,2025-08-04 07:30,2025-08-05 07:30,2025-08-04 07:30,2025-08-05 05:29,79486,6893,86400,92,FALSE
Machine1,2025-08-05 07:30,2025-08-06 07:30,2025-08-05 07:30,2025-08-06 05:29,41542,44864,86400,48.08,FALSE
Machine1,2025-08-06 07:30,2025-08-07 07:30,2025-08-06 07:30,2025-08-07 05:29,72237,14143,86400,83.61,FALSE
Machine1,2025-08-07 07:30,2025-08-08 07:30,2025-08-07 07:30,2025-08-08 05:29,74057,12366,86400,85.71,FALSE
Machine1,2025-08-08 07:30,2025-08-09 07:30,2025-08-08 07:30,2025-08-09 05:29,62858,23554,86400,72.75,FALSE
Machine1,2025-08-09 07:30,2025-08-10 07:30,2025-08-09 07:30,2025-08-10 05:29,38865,47522,86400,44.98,FALSE
Machine1,2025-08-10 07:30,2025-08-11 07:30,2025-08-10 07:30,2025-08-11 05:29,76676,9704,86400,88.75,FALSE
Machine1,2025-08-11 07:30,2025-08-12 07:30,2025-08-11 07:30,2025-08-12 05:29,76621,9821,86400,88.68,FALSE
Machine1,2025-08-12 07:30,2025-08-13 07:30,2025-08-12 07:30,2025-08-13 05:29,75042,11363,86400,86.85,FALSE
Machine1,2025-08-13 07:30,2025-08-14 07:30,2025-08-13 07:30,2025-08-14 05:29,71210,15158,86400,82.42,FALSE
Machine1,2025-08-14 07:30,2025-08-15 07:30,2025-08-14 07:30,2025-08-15 05:29,71363,15017,86400,82.6,FALSE
Machine1,2025-08-15 07:30,2025-08-16 07:30,2025-08-15 07:30,2025-08-16 05:29,69610,16831,86400,80.57,FALSE
Machine1,2025-08-16 07:30,2025-08-17 07:30,2025-08-16 07:30,2025-08-17 05:29,66811,19568,86400,77.33,FALSE
Machine1,2025-08-17 07:30,2025-08-18 07:30,2025-08-17 07:30,2025-08-18 05:29,77411,8970,86400,89.6,FALSE
Machine1,2025-08-18 07:30,2025-08-19 07:30,2025-08-18 07:30,2025-08-19 05:29,76092,10362,86400,88.07,FALSE
Machine1,2025-08-19 07:30,2025-08-20 07:30,2025-08-19 07:30,2025-08-20 05:29,78384,7974,86400,90.72,FALSE
Machine1,2025-08-20 07:30,2025-08-21 07:30,2025-08-20 07:30,2025-08-21 05:29,81440,4993,86400,94.26,FALSE
Machine1,2025-08-21 07:30,2025-08-22 07:30,2025-08-21 07:30,2025-08-22 05:29,75859,10521,86400,87.8,FALSE
Machine1,2025-08-22 07:30,2025-08-23 07:30,2025-08-22 07:30,2025-08-23 05:29,65215,21166,86400,75.48,FALSE
Machine1,2025-08-23 07:30,2025-08-24 07:30,2025-08-23 07:30,2025-08-24 05:29,33797,52617,86400,39.12,FALSE
Machine1,2025-08-24 07:30,2025-08-25 07:30,2025-08-24 07:30,2025-08-25 05:29,66666,19713,86400,77.16,FALSE
Machine1,2025-08-25 07:30,2025-08-26 07:30,2025-08-25 07:30,2025-08-26 05:29,71072,15370,86400,82.26,FALSE
Machine1,2025-08-26 07:30,2025-08-27 07:30,2025-08-26 07:30,2025-08-27 05:29,80030,6355,86400,92.63,FALSE
Machine1,2025-08-27 07:30,2025-08-28 07:30,2025-08-27 07:30,2025-08-28 05:29,81683,4690,86400,94.54,FALSE
Machine1,2025-08-28 07:30,2025-08-29 07:30,2025-08-28 07:30,2025-08-29 05:29,70952,15488,86400,82.12,FALSE
Machine1,2025-08-29 07:30,2025-08-30 07:30,2025-08-29 07:30,2025-08-30 05:29,69461,16944,86400,80.39,FALSE
Machine1,2025-08-30 07:30,2025-08-31 07:30,2025-08-30 07:30,2025-08-31 05:29,71498,14881,86400,82.75,FALSE
Machine1,2025-08-31 07:30,2025-09-01 07:30,2025-08-31 07:30,2025-09-01 05:29,79489,6892,86400,92,FALSE
Machine1,2025-09-01 07:30,2025-09-02 07:30,2025-09-01 07:30,2025-09-02 05:29,71609,14832,86400,82.88,FALSE
Machine1,2025-09-02 07:30,2025-09-03 07:30,2025-09-02 07:30,2025-09-03 05:29,76498,9881,86400,88.54,FALSE
Machine1,2025-09-03 07:30,2025-09-04 07:30,2025-09-03 07:30,2025-09-04 05:29,81378,5014,86400,94.19,FALSE
Machine1,2025-09-04 07:30,2025-09-05 07:30,2025-09-04 07:30,2025-09-05 05:29,80955,5465,86400,93.7,FALSE
Machine1,2025-09-05 07:30,2025-09-06 07:30,2025-09-05 07:30,2025-09-06 05:29,76600,9766,86400,88.66,FALSE
Machine1,2025-09-06 07:30,2025-09-07 07:30,2025-09-06 07:30,2025-09-07 05:29,41941,44503,86400,48.54,FALSE
Machine1,2025-09-07 07:30,2025-09-08 07:30,2025-09-07 07:30,2025-09-08 05:29,69053,17348,86400,79.92,FALSE
Machine1,2025-09-08 07:30,2025-09-09 07:30,2025-09-08 07:30,2025-09-09 05:29,75154,11226,86400,86.98,FALSE
Machine1,2025-09-09 07:30,2025-09-10 07:30,2025-09-09 07:30,2025-09-10 05:29,66986,19403,86400,77.53,FALSE
Machine1,2025-09-10 07:30,2025-09-11 07:30,2025-09-10 07:30,2025-09-11 05:29,75195,11231,86400,87.03,FALSE
Machine1,2025-09-11 07:30,2025-09-12 07:30,2025-09-11 07:30,2025-09-12 05:29,75758,10621,86400,87.68,FALSE
Machine1,2025-09-12 07:30,2025-09-13 07:30,2025-09-12 07:30,2025-09-13 05:29,67591,18823,86400,78.23,FALSE
Machine1,2025-09-13 07:30,2025-09-14 07:30,2025-09-13 07:30,2025-09-14 05:29,75387,10993,86400,87.25,FALSE
Machine1,2025-09-14 07:30,2025-09-15 07:30,2025-09-14 07:30,2025-09-15 05:29,68267,18116,86400,79.01,FALSE
Machine1,2025-09-15 07:30,2025-09-16 07:30,2025-09-15 07:30,2025-09-16 05:29,72906,13550,86400,84.38,FALSE
Machine1,2025-09-16 07:30,2025-09-17 07:30,2025-09-16 07:30,2025-09-17 05:29,67348,11835,86400,77.95,FALSE
Machine1,2025-09-17 07:30,2025-09-18 07:30,2025-09-17 07:30,2025-09-18 05:29,72235,14084,86400,83.61,FALSE
Machine1,2025-09-18 07:30,2025-09-19 07:30,2025-09-18 07:30,2025-09-19 05:29,48618,37786,86400,56.27,FALSE
Machine1,2025-09-19 07:30,2025-09-20 07:30,2025-09-19 07:30,2025-09-20 05:29,76681,9701,86400,88.75,FALSE
Machine1,2025-09-20 07:30,2025-09-21 07:30,2025-09-20 07:30,2025-09-21 05:29,76319,10059,86400,88.33,FALSE
Machine1,2025-09-21 07:30,2025-09-22 07:30,2025-09-21 07:30,2025-09-22 05:29,77473,8969,86400,89.67,FALSE
Machine1,2025-09-22 07:30,2025-09-23 07:30,2025-09-22 07:30,2025-09-23 05:29,66315,20058,86400,76.75,FALSE
Machine1,2025-09-23 07:30,2025-09-24 07:30,2025-09-23 07:30,2025-09-24 05:29,69235,17205,86400,80.13,FALSE
