device_name,Timestamp,length,length_raw
Machine1,2025-06-01 05:40,19941057.6,
Machine1,2025-06-01 05:41,19941057.6,
Machine1,2025-06-01 05:42,19941057.6,
Machine1,2025-06-01 05:43,19941057.6,
Machine1,2025-06-01 05:44,19941057.6,
Machine1,2025-06-01 05:45,19941057.6,
Machine1,2025-06-01 05:46,19941069.6,
Machine1,2025-06-01 05:47,19941087.2,
Machine1,2025-06-01 05:48,19941122.4,
Machine1,2025-06-01 05:49,19941153.6,
Machine1,2025-06-01 05:50,19941179.2,
Machine1,2025-06-01 05:51,19941203.2,
Machine1,2025-06-01 05:52,19941228.8,
Machine1,2025-06-01 05:53,19941253.6,
Machine1,2025-06-01 05:54,19941278.4,
Machine1,2025-06-01 05:55,19941303.2,
Machine1,2025-06-01 05:57,19941328,
Machine1,2025-06-01 05:58,19941353.6,
Machine1,2025-06-01 05:59,19941378.4,
Machine1,2025-06-01 06:00,19941404,
Machine1,2025-06-01 06:01,19941429.6,
Machine1,2025-06-01 06:02,19941455.2,
Machine1,2025-06-01 06:03,19941480,
Machine1,2025-06-01 06:04,19941505.6,
Machine1,2025-06-01 06:05,19941532,
Machine1,2025-06-01 06:06,19941557.6,
Machine1,2025-06-01 06:07,19941583.2,
Machine1,2025-06-01 06:08,19941609.6,
Machine1,2025-06-01 06:09,19941635.2,
Machine1,2025-06-01 06:10,19941660.8,
Machine1,2025-06-01 06:11,19941687.2,
Machine1,2025-06-01 06:12,19941713.6,
Machine1,2025-06-01 06:13,19941737.6,
Machine1,2025-06-01 06:14,19941760.8,
Machine1,2025-06-01 06:15,19941785.6,
Machine1,2025-06-01 06:16,19941811.2,
Machine1,2025-06-01 06:17,19941836.8,
Machine1,2025-06-01 06:18,19941861.6,
Machine1,2025-06-01 06:19,19941887.2,
Machine1,2025-06-01 06:20,19941912.8,
Machine1,2025-06-01 06:21,19941938.4,
Machine1,2025-06-01 06:22,19941964,
Machine1,2025-06-01 06:23,19941990.4,
Machine1,2025-06-01 06:24,19942017.6,
Machine1,2025-06-01 06:25,19942040.8,
Machine1,2025-06-01 06:26,19942066.4,
Machine1,2025-06-01 06:27,19942091.2,
Machine1,2025-06-01 06:28,19942114.4,
Machine1,2025-06-01 06:29,19942139.2,
Machine1,2025-06-01 06:30,19942163.2,
Machine1,2025-06-01 06:31,19942188.8,
Machine1,2025-06-01 06:32,19942213.6,
Machine1,2025-06-01 06:33,19942239.2,
Machine1,2025-06-01 06:34,19942265.6,
Machine1,2025-06-01 06:35,19942290.4,
Machine1,2025-06-01 06:36,19942316.8,
Machine1,2025-06-01 06:37,19942342.4,
Machine1,2025-06-01 06:38,19942368,
Machine1,2025-06-01 06:39,19942393.6,
Machine1,2025-06-01 06:40,19942419.2,
Machine1,2025-06-01 06:41,19942444.8,
Machine1,2025-06-01 06:42,19942470.4,
Machine1,2025-06-01 06:43,19942496.8,
Machine1,2025-06-01 06:44,19942523.2,
Machine1,2025-06-01 06:45,19942549.6,
Machine1,2025-06-01 06:46,19942574.4,
Machine1,2025-06-01 06:47,19942600.8,
Machine1,2025-06-01 06:48,19942627.2,
Machine1,2025-06-01 06:49,19942652,
Machine1,2025-06-01 06:50,19942676.8,
Machine1,2025-06-01 06:51,19942701.6,
Machine1,2025-06-01 06:52,19942726.4,
Machine1,2025-06-01 06:53,19942751.2,
Machine1,2025-06-01 06:54,19942776,
Machine1,2025-06-01 06:55,19942800.8,
Machine1,2025-06-01 06:56,19942825.6,
Machine1,2025-06-01 06:58,19942851.2,
Machine1,2025-06-01 06:59,19942876.8,
Machine1,2025-06-01 07:00,19942902.4,
Machine1,2025-06-01 07:01,19942928,
Machine1,2025-06-01 07:02,19942953.6,
Machine1,2025-06-01 07:03,19942979.2,
Machine1,2025-06-01 07:04,19943005.6,
Machine1,2025-06-01 07:05,19943031.2,
Machine1,2025-06-01 07:06,19943057.6,
Machine1,2025-06-01 07:07,19943084,
Machine1,2025-06-01 07:08,19943108.8,
Machine1,2025-06-01 07:09,19943130.4,
Machine1,2025-06-01 07:10,19943131.2,
Machine1,2025-06-01 07:11,19943131.2,
Machine1,2025-06-01 07:12,19943131.2,
Machine1,2025-06-01 07:13,19943131.2,
Machine1,2025-06-01 07:14,19943131.2,
Machine1,2025-06-01 07:15,19943131.2,
Machine1,2025-06-01 07:16,19943131.2,
Machine1,2025-06-01 07:17,19943131.2,
Machine1,2025-06-01 07:18,19943131.2,
Machine1,2025-06-01 07:19,19943131.2,
Machine1,2025-06-01 07:20,19943131.2,
Machine1,2025-06-01 07:21,19943131.2,
Machine1,2025-06-01 07:22,19943131.2,
Machine1,2025-06-01 07:23,19943131.2,
Machine1,2025-06-01 07:24,19943131.2,
Machine1,2025-06-01 07:25,19943131.2,
Machine1,2025-06-01 07:26,19943131.2,
Machine1,2025-06-01 07:27,19943131.2,
Machine1,2025-06-01 07:28,19943131.2,
Machine1,2025-06-01 07:29,19943131.2,
Machine1,2025-06-01 07:30,19943131.2,
Machine1,2025-06-01 07:31,19943131.2,
Machine1,2025-06-01 07:32,19943131.2,
Machine1,2025-06-01 07:33,19943131.2,
Machine1,2025-06-01 07:34,19943131.2,
Machine1,2025-06-01 07:35,19943131.2,
Machine1,2025-06-01 07:36,19943131.2,
Machine1,2025-06-01 07:37,19943131.2,
Machine1,2025-06-01 07:38,19943131.2,
Machine1,2025-06-01 07:39,19943131.2,
Machine1,2025-06-01 07:40,19943131.2,
Machine1,2025-06-01 07:41,19943131.2,
Machine1,2025-06-01 07:42,19943131.2,
Machine1,2025-06-01 07:43,19943131.2,
Machine1,2025-06-01 07:44,19943131.2,
Machine1,2025-06-01 07:45,19943131.2,
Machine1,2025-06-01 07:46,19943131.2,
Machine1,2025-06-01 07:47,19943131.2,
Machine1,2025-06-01 07:48,19943131.2,
Machine1,2025-06-01 07:49,19943131.2,
Machine1,2025-06-01 07:50,19943131.2,
Machine1,2025-06-01 07:51,19943131.2,
Machine1,2025-06-01 07:52,19943131.2,
Machine1,2025-06-01 07:53,19943131.2,
Machine1,2025-06-01 07:54,19943131.2,
Machine1,2025-06-01 07:55,19943131.2,
Machine1,2025-06-01 07:56,19943131.2,
Machine1,2025-06-01 07:57,19943131.2,
Machine1,2025-06-01 07:59,19943131.2,
Machine1,2025-06-01 08:00,19943131.2,
Machine1,2025-06-01 08:01,19943131.2,
Machine1,2025-06-01 08:02,19943131.2,
Machine1,2025-06-01 08:03,19943143.2,
Machine1,2025-06-01 08:04,19943158.4,
Machine1,2025-06-01 08:05,19943179.2,
Machine1,2025-06-01 08:06,19943199.2,
Machine1,2025-06-01 08:07,19943225.6,
Machine1,2025-06-01 08:08,19943255.2,
Machine1,2025-06-01 08:09,19943284.8,
Machine1,2025-06-01 08:10,19943314.4,
Machine1,2025-06-01 08:11,19943344.8,
Machine1,2025-06-01 08:12,19943375.2,
Machine1,2025-06-01 08:13,19943404,
Machine1,2025-06-01 08:14,19943433.6,
Machine1,2025-06-01 08:15,19943464,
Machine1,2025-06-01 08:16,19943493.6,
Machine1,2025-06-01 08:17,19943523.2,
Machine1,2025-06-01 08:18,19943552,
Machine1,2025-06-01 08:19,19943581.6,
Machine1,2025-06-01 08:20,19943612,
Machine1,2025-06-01 08:21,19943641.6,
Machine1,2025-06-01 08:22,19943671.2,
Machine1,2025-06-01 08:23,19943702.4,
Machine1,2025-06-01 08:24,19943731.2,
Machine1,2025-06-01 08:25,19943764,
Machine1,2025-06-01 08:26,19943797.6,
Machine1,2025-06-01 08:27,19943826.4,
Machine1,2025-06-01 08:28,19943856,
Machine1,2025-06-01 08:29,19943884,
Machine1,2025-06-01 08:30,19943916.8,
Machine1,2025-06-01 08:31,19943944.8,
Machine1,2025-06-01 08:32,19943973.6,
Machine1,2025-06-01 08:33,19944003.2,
Machine1,2025-06-01 08:34,19944034.4,
Machine1,2025-06-01 08:35,19944063.2,
Machine1,2025-06-01 08:36,19944096,
Machine1,2025-06-01 08:37,19944124,
Machine1,2025-06-01 08:38,19944153.6,
Machine1,2025-06-01 08:39,19944182.4,
Machine1,2025-06-01 08:40,19944212,
Machine1,2025-06-01 08:41,19944244.8,
Machine1,2025-06-01 08:42,19944272,
Machine1,2025-06-01 08:43,19944302.4,
Machine1,2025-06-01 08:44,19944333.6,
Machine1,2025-06-01 08:45,19944363.2,
Machine1,2025-06-01 08:46,19944392.8,
Machine1,2025-06-01 08:47,19944422.4,
Machine1,2025-06-01 08:48,19944451.2,
Machine1,2025-06-01 08:49,19944476.8,
Machine1,2025-06-01 08:50,19944500.8,
Machine1,2025-06-01 08:52,19944524,
Machine1,2025-06-01 08:53,19944548,
Machine1,2025-06-01 08:54,19944574.4,
Machine1,2025-06-01 08:55,19944597.6,
Machine1,2025-06-01 08:56,19944623.2,
Machine1,2025-06-01 08:57,19944647.2,
Machine1,2025-06-01 08:58,19944669.6,
Machine1,2025-06-01 08:59,19944694.4,
Machine1,2025-06-01 09:00,19944721.6,
Machine1,2025-06-01 09:01,19944746.4,
Machine1,2025-06-01 09:02,19944769.6,
Machine1,2025-06-01 09:03,19944792.8,
Machine1,2025-06-01 09:04,19944819.2,
Machine1,2025-06-01 09:05,19944842.4,
Machine1,2025-06-01 09:06,19944867.2,
Machine1,2025-06-01 09:07,19944890.4,
Machine1,2025-06-01 09:08,19944916.8,
Machine1,2025-06-01 09:09,19944941.6,
Machine1,2025-06-01 09:10,19944966.4,
Machine1,2025-06-01 09:11,19944990.4,
Machine1,2025-06-01 09:12,19945014.4,
Machine1,2025-06-01 09:13,19945039.2,
Machine1,2025-06-01 09:14,19945064.8,
Machine1,2025-06-01 09:15,19945094.4,
Machine1,2025-06-01 09:16,19945121.6,
Machine1,2025-06-01 09:17,19945149.6,
Machine1,2025-06-01 09:18,19945180,
Machine1,2025-06-01 09:19,19945212,
Machine1,2025-06-01 09:20,19945241.6,
Machine1,2025-06-01 09:21,19945272,
Machine1,2025-06-01 09:22,19945303.2,
Machine1,2025-06-01 09:23,19945336,
Machine1,2025-06-01 09:24,19945367.2,
Machine1,2025-06-01 09:25,19945398.4,
Machine1,2025-06-01 09:26,19945428.8,
Machine1,2025-06-01 09:27,19945459.2,
Machine1,2025-06-01 09:28,19945489.6,
Machine1,2025-06-01 09:29,19945517.6,
Machine1,2025-06-01 09:30,19945549.6,
Machine1,2025-06-01 09:31,19945581.6,
Machine1,2025-06-01 09:32,19945612,
Machine1,2025-06-01 09:33,19945644,
Machine1,2025-06-01 09:34,19945676,
Machine1,2025-06-01 09:35,19945704.8,
Machine1,2025-06-01 09:36,19945738.4,
Machine1,2025-06-01 09:37,19945768,
Machine1,2025-06-01 09:38,19945800,
Machine1,2025-06-01 09:39,19945832.8,
Machine1,2025-06-01 09:40,19945863.2,
Machine1,2025-06-01 09:41,19945898.4,
Machine1,2025-06-01 09:42,19945928.8,
Machine1,2025-06-01 09:43,19945959.2,
Machine1,2025-06-01 09:44,19945992,
Machine1,2025-06-01 09:45,19946024,
Machine1,2025-06-01 09:46,19946055.2,
Machine1,2025-06-01 09:47,19946062.4,
Machine1,2025-06-01 09:48,19946062.4,
Machine1,2025-06-01 09:49,19946062.4,
Machine1,2025-06-01 09:50,19946062.4,
Machine1,2025-06-01 09:52,19946062.4,
Machine1,2025-06-01 09:53,19946062.4,
Machine1,2025-06-01 09:54,19946062.4,
Machine1,2025-06-01 09:55,19946078.4,
Machine1,2025-06-01 09:56,19946098.4,
Machine1,2025-06-01 09:57,19946121.6,
Machine1,2025-06-01 09:58,19946144,
Machine1,2025-06-01 09:59,19946167.2,
Machine1,2025-06-01 10:00,19946191.2,
Machine1,2025-06-01 10:01,19946216,
Machine1,2025-06-01 10:02,19946239.2,
Machine1,2025-06-01 10:03,19946265.6,
Machine1,2025-06-01 10:04,19946290.4,
Machine1,2025-06-01 10:05,19946312.8,
Machine1,2025-06-01 10:06,19946336.8,
Machine1,2025-06-01 10:07,19946361.6,
Machine1,2025-06-01 10:08,19946388,
Machine1,2025-06-01 10:09,19946412,
Machine1,2025-06-01 10:10,19946436,
Machine1,2025-06-01 10:11,19946460.8,
Machine1,2025-06-01 10:12,19946485.6,
Machine1,2025-06-01 10:13,19946512,
Machine1,2025-06-01 10:14,19946535.2,
Machine1,2025-06-01 10:15,19946560.8,
Machine1,2025-06-01 10:16,19946585.6,
Machine1,2025-06-01 10:17,19946612.8,
Machine1,2025-06-01 10:18,19946637.6,
Machine1,2025-06-01 10:19,19946661.6,
Machine1,2025-06-01 10:20,19946684.8,
Machine1,2025-06-01 10:21,19946708.8,
Machine1,2025-06-01 10:22,19946733.6,
Machine1,2025-06-01 10:23,19946757.6,
Machine1,2025-06-01 10:24,19946781.6,
Machine1,2025-06-01 10:25,19946805.6,
